SCHOOL NAME,DISTrictNUMBER,DISTRICT NAME,EMH,EMH-Combined,SCHOOL NUMBER,rate_at.5_chng_ach,rate_at.5_chng_gro,pct_pts_chng_.5
SURFACE CREEK VISION SCHOOL                                 ,870,DELTA COUNTY 50(J)        ,H,   ,8419,2,2,1
SURFACE CREEK VISION SCHOOL                                 ,870,DELTA COUNTY 50(J)        ,M,   ,8419,3,2,3
SWALLOWS CHARTER ACADEMY                                    ,2700,PUEBLO COUNTY 70          ,E,   ,8420,1,1,1
SWALLOWS CHARTER ACADEMY                                    ,2700,PUEBLO COUNTY 70          ,M,   ,8420,2,1,1
SWANSEA ELEMENTARY SCHOOL                                   ,880,DENVER COUNTY 1           ,E,   ,8422,2,2,2
SWANSON ELEMENTARY SCHOOL                                   ,1420,JEFFERSON COUNTY R-1      ,E,   ,8432,2,2,2
SWINK ELEMENTARY SCHOOL                                     ,2570,SWINK 33                  ,E,   ,8452,3,2,2
SWINK JUNIOR-SENIOR HIGH SCHOOL                             ,2570,SWINK 33                  ,H,   ,8456,2,2,2
SWINK JUNIOR-SENIOR HIGH SCHOOL                             ,2570,SWINK 33                  ,M,   ,8456,3,3,2
JACK SWIGERT AEROSPACE ACADEMY                              ,1010,COLORADO SPRINGS 11       ,M,   ,8457,2,2,3
RANGE VIEW ELEMENTARY                                       ,3100,WINDSOR RE-4              ,E,   ,8459,2,2,2
TAVELLI ELEMENTARY SCHOOL                                   ,1550,POUDRE R-1                ,E,   ,8460,2,1,1
TAYLOR ELEMENTARY SCHOOL                                    ,2000,MESA COUNTY VALLEY 51     ,E,   ,8462,2,3,3
TAYLOR ELEMENTARY SCHOOL                                    ,1010,COLORADO SPRINGS 11       ,E,   ,8466,2,2,3
TELLER ELEMENTARY SCHOOL                                    ,880,DENVER COUNTY 1           ,E,   ,8776,2,1,1
TCA COLLEGE PATHWAYS                                        ,1040,ACADEMY 20                ,H,   ,8779,2,2,2
TCA COLLEGE PATHWAYS                                        ,1040,ACADEMY 20                ,M,   ,8779,2,,1
TELLURIDE ELEMENTARY SCHOOL                                 ,2830,TELLURIDE R-1             ,E,   ,8786,2,2,2
TELLURIDE MIDDLE SCHOOL                                     ,2830,TELLURIDE R-1             ,M,   ,8790,1,1,1
VISTA RIDGE HIGH SCHOOL                                     ,1110,FALCON 49                 ,H,   ,8791,1,2,2
TWO ROADS CHARTER SCHOOL                                    ,1420,JEFFERSON COUNTY R-1      ,H,   ,8793,2,,2
TELLURIDE HIGH SCHOOL                                       ,2830,TELLURIDE R-1             ,H,   ,8794,2,2,2
TENNYSON KNOLLS ELEMENTARY SCHOOL                           ,70,WESTMINSTER 50            ,E,   ,8798,1,2,2
THE CONNECT CHARTER SCHOOL                                  ,2700,PUEBLO COUNTY 70          ,M,   ,8810,2,1,1
THE DA VINCI ACADEMY SCHOOL                                 ,1040,ACADEMY 20                ,E,   ,8813,2,1,2
TURNBERRY ELEMENTARY                                        ,40,BRIGHTON 27J              ,E,   ,8820,2,2,2
THOMAS JEFFERSON HIGH SCHOOL                                ,880,DENVER COUNTY 1           ,H,   ,8822,2,2,1
THOMPSON VALLEY HIGH SCHOOL                                 ,1560,THOMPSON R2-J             ,H,   ,8824,2,2,2
THOMAS MACLAREN STATE CHARTER SCHOOL                        ,8001,CHARTER SCHOOL INSTITUTE  ,H,   ,8825,2,2,2
THOMAS MACLAREN STATE CHARTER SCHOOL                        ,8001,CHARTER SCHOOL INSTITUTE  ,M,   ,8825,3,1,1
THOMSON ELEMENTARY SCHOOL                                   ,1420,JEFFERSON COUNTY R-1      ,E,   ,8834,2,3,2
THORNTON ELEMENTARY SCHOOL                                  ,20,ADAMS 12 FIVE STAR SCHOOLS,E,   ,8842,2,3,2
THUNDER MOUNTAIN ELEMENTARY SCHOOL                          ,2000,MESA COUNTY VALLEY 51     ,E,   ,8846,1,1,1
THUNDERRIDGE HIGH SCHOOL                                    ,900,DOUGLAS COUNTY RE 1       ,H,   ,8847,2,2,2
THUNDER RIDGE MIDDLE SCHOOL                                 ,130,CHERRY CREEK 5            ,M,   ,8848,2,2,2
TIMBERLINE ELEMENTARY SCHOOL                                ,130,CHERRY CREEK 5            ,E,   ,8850,2,3,3
TIMBERVIEW MIDDLE SCHOOL                                    ,1040,ACADEMY 20                ,M,   ,8851,2,1,1
TIMNATH ELEMENTARY SCHOOL                                   ,1550,POUDRE R-1                ,E,   ,8852,2,2,2
TIMBER TRAIL ELEMENTARY SCHOOL                              ,900,DOUGLAS COUNTY RE 1       ,E,   ,8853,2,1,1
TOLLGATE ELEMENTARY SCHOOL                                  ,180,ADAMS-ARAPAHOE 28J        ,E,   ,8858,1,2,1
TOPE ELEMENTARY SCHOOL                                      ,2000,MESA COUNTY VALLEY 51     ,E,   ,8876,2,2,1
TRAILS WEST ELEMENTARY SCHOOL                               ,130,CHERRY CREEK 5            ,E,   ,8887,2,1,2
TRAYLOR ELEMENTARY SCHOOL                                   ,880,DENVER COUNTY 1           ,E,   ,8888,2,2,2
TRAILBLAZER ELEMENTARY SCHOOL                               ,900,DOUGLAS COUNTY RE 1       ,E,   ,8897,2,2,2
TRAILBLAZER ELEMENTARY SCHOOL                               ,1010,COLORADO SPRINGS 11       ,E,   ,8902,1,2,1
TRAIL RIDGE MIDDLE SCHOOL                                   ,470,ST VRAIN VALLEY RE 1J     ,M,   ,8903,2,3,2
TRINIDAD HIGH SCHOOL                                        ,1580,TRINIDAD 1                ,H,   ,8906,1,1,1
TREVISTA ECE-8 AT HORACE MANN                               ,880,DENVER COUNTY 1           ,E,   ,8909,3,3,3
TREVISTA ECE-8 AT HORACE MANN                               ,880,DENVER COUNTY 1           ,M,   ,8909,1,1,1
TRUSCOTT ELEMENTARY SCHOOL                                  ,1560,THOMPSON R2-J             ,E,   ,8918,2,2,3
TURMAN ELEMENTARY SCHOOL                                    ,980,HARRISON 2                ,E,   ,8923,2,1,1
TURNER MIDDLE SCHOOL                                        ,1560,THOMPSON R2-J             ,M,   ,8925,2,1,1
TWIN PEAKS CHARTER ACADEMY                                  ,470,ST VRAIN VALLEY RE 1J     ,E,   ,8927,3,2,2
TWIN PEAKS CHARTER ACADEMY                                  ,470,ST VRAIN VALLEY RE 1J     ,M,   ,8927,2,1,1
PIKES PEAK PREP                                             ,8001,CHARTER SCHOOL INSTITUTE  ,E,   ,8929,3,3,3
PIKES PEAK PREP                                             ,8001,CHARTER SCHOOL INSTITUTE  ,H,   ,8929,3,3,3
PIKES PEAK PREP                                             ,8001,CHARTER SCHOOL INSTITUTE  ,M,   ,8929,3,2,2
TWOMBLY ELEMENTARY SCHOOL                                   ,3140,WELD COUNTY S/D RE-8      ,E,   ,8930,2,1,1
UNDERWOOD ELEMENTARY SCHOOL                                 ,2730,DEL NORTE C-7             ,E,   ,8960,2,3,3
UNION COLONY PREPARATORY SCHOOL                             ,3120,GREELEY 6                 ,H,   ,8965,2,2,2
UNION COLONY PREPARATORY SCHOOL                             ,3120,GREELEY 6                 ,M,   ,8965,2,2,2
UNIVERSITY PARK ELEMENTARY SCHOOL                           ,880,DENVER COUNTY 1           ,E,   ,8970,2,2,2
UNIVERSITY HILL ELEMENTARY SCHOOL                           ,480,BOULDER VALLEY RE 2       ,E,   ,8978,1,2,2
UPPER BLUE ELEMENTARY SCHOOL                                ,3000,SUMMIT RE-1               ,E,   ,8993,2,3,2
UTE MEADOWS ELEMENTARY SCHOOL                               ,1420,JEFFERSON COUNTY R-1      ,E,   ,9008,2,2,2
UTE PASS ELEMENTARY SCHOOL                                  ,1030,MANITOU SPRINGS 14        ,E,   ,9010,1,2,2
VALLEY HIGH SCHOOL                                          ,3080,WELD COUNTY RE-1          ,H,   ,9032,1,1,2
VALLEY VIEW K-8                                             ,10,MAPLETON 1                ,E,   ,9036,1,1,1
VALLEY VIEW K-8                                             ,10,MAPLETON 1                ,M,   ,9036,3,3,3
VALVERDE ELEMENTARY SCHOOL                                  ,880,DENVER COUNTY 1           ,E,   ,9050,1,1,1
THE VANGUARD SCHOOL (MIDDLE)                                ,8001,CHARTER SCHOOL INSTITUTE  ,M,   ,9051,2,1,1
VAN ARSDALE ELEMENTARY SCHOOL                               ,1420,JEFFERSON COUNTY R-1      ,E,   ,9052,2,2,2
VAN BUREN ELEMENTARY SCHOOL                                 ,1560,THOMPSON R2-J             ,E,   ,9055,2,2,2
VANGUARD CLASSICAL SCHOOL                                   ,180,ADAMS-ARAPAHOE 28J        ,E,   ,9056,3,3,3
VANGUARD CLASSICAL SCHOOL                                   ,180,ADAMS-ARAPAHOE 28J        ,M,   ,9056,2,3,3
THE VANGUARD SCHOOL (HIGH)                                  ,8001,CHARTER SCHOOL INSTITUTE  ,H,   ,9057,2,2,2
VANDERHOOF ELEMENTARY SCHOOL                                ,1420,JEFFERSON COUNTY R-1      ,E,   ,9058,2,2,2
VASSAR ELEMENTARY SCHOOL                                    ,180,ADAMS-ARAPAHOE 28J        ,E,   ,9059,2,1,1
VAUGHN ELEMENTARY SCHOOL                                    ,180,ADAMS-ARAPAHOE 28J        ,E,   ,9060,3,3,3
VAIL SKI AND SNOWBOARD ACADEMY (USSA)                       ,910,EAGLE COUNTY RE 50        ,H,   ,9061,3,,1
VAIL SKI AND SNOWBOARD ACADEMY (USSA)                       ,910,EAGLE COUNTY RE 50        ,M,   ,9061,2,1,1
CRESSON ELEMENTARY SCHOOL                                   ,3010,CRIPPLE CREEK-VICTOR RE-1 ,E,   ,9080,1,2,2
VISTA PEAK P-8 EXPLORATORY                                  ,180,ADAMS-ARAPAHOE 28J        ,E,   ,9083,2,2,2
VISTA PEAK P-8 EXPLORATORY                                  ,180,ADAMS-ARAPAHOE 28J        ,M,   ,9083,2,2,2
V.I.L.A.S. ONLINE SCHOOL                                    ,260,VILAS RE-5                ,E,   ,9085,1,,2
V.I.L.A.S. ONLINE SCHOOL                                    ,260,VILAS RE-5                ,H,   ,9085,3,2,2
V.I.L.A.S. ONLINE SCHOOL                                    ,260,VILAS RE-5                ,M,   ,9085,3,3,3
VILAS ELEMENTARY SCHOOL                                     ,260,VILAS RE-5                ,E,   ,9090,1,,2
VILAS UNDIVIDED HIGH SCHOOL                                 ,260,VILAS RE-5                ,H,   ,9100,,,2
VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL                    ,130,CHERRY CREEK 5            ,E,   ,9108,1,2,2
VINELAND ELEMENTARY SCHOOL                                  ,2700,PUEBLO COUNTY 70          ,E,   ,9130,2,1,2
VINELAND MIDDLE SCHOOL                                      ,2700,PUEBLO COUNTY 70          ,M,   ,9134,1,2,1
VIRGINIA COURT ELEMENTARY SCHOOL                            ,180,ADAMS-ARAPAHOE 28J        ,E,   ,9140,1,1,2
NORTH FORK VISION SCHOOL                                    ,870,DELTA COUNTY 50(J)        ,E,   ,9146,3,,2
NORTH FORK VISION SCHOOL                                    ,870,DELTA COUNTY 50(J)        ,H,   ,9146,2,2,2
VISTA CHARTER SCHOOL                                        ,2180,MONTROSE COUNTY RE-1J     ,H,   ,9149,,,2
VIVIAN ELEMENTARY SCHOOL                                    ,1420,JEFFERSON COUNTY R-1      ,E,   ,9154,2,2,2
HI PLAINS ELEMENTARY SCHOOL                                 ,1460,HI-PLAINS R-23            ,E,   ,9164,3,3,3
W H HEATON MIDDLE SCHOOL                                    ,2690,PUEBLO CITY 60            ,M,   ,9188,1,2,2
WALDEN ELEMENTARY SCHOOL                                    ,1410,NORTH PARK R-1            ,E,   ,9198,3,3,3
WALNUT HILLS COMMUNITY ELEMENTARY SCHOOL                    ,130,CHERRY CREEK 5            ,E,   ,9200,2,3,3
JOHN MALL HIGH SCHOOL                                       ,1390,HUERFANO RE-1             ,H,   ,9212,2,1,2
WALSH ELEMENTARY SCHOOL                                     ,230,WALSH RE-1                ,E,   ,9222,3,2,3
WALSH HIGH SCHOOL                                           ,230,WALSH RE-1                ,H,   ,9226,1,1,1
WALSH HIGH SCHOOL                                           ,230,WALSH RE-1                ,M,   ,9226,1,1,1
WALT CLARK MIDDLE SCHOOL                                    ,1560,THOMPSON R2-J             ,M,   ,9228,2,2,2
VIKAN MIDDLE SCHOOL                                         ,40,BRIGHTON 27J              ,M,   ,9230,2,2,2
WAMSLEY ELEMENTARY SCHOOL                                   ,1195,GARFIELD RE-2             ,E,   ,9231,2,2,2
WARDER ELEMENTARY SCHOOL                                    ,1420,JEFFERSON COUNTY R-1      ,E,   ,9232,3,3,2
WARREN OCCUPATION TECHNICAL CENTER                          ,1420,JEFFERSON COUNTY R-1      ,H,   ,9234,,,2
WASHINGTON ELEMENTARY SCHOOL                                ,1140,CANON CITY RE-1           ,E,   ,9248,1,3,3
TRAUT CORE ELEMENTARY SCHOOL                                ,1550,POUDRE R-1                ,E,   ,9251,2,3,2
HAROLD FERGUSON HIGH SCHOOL                                 ,1560,THOMPSON R2-J             ,H,   ,9260,,,2
WIGGINS MIDDLE SCHOOL                                       ,2515,WIGGINS RE-50(J)          ,M,   ,9263,3,2,2
WATSON JUNIOR HIGH SCHOOL                                   ,990,WIDEFIELD 3               ,M,   ,9294,2,2,2
WASSON HIGH SCHOOL                                          ,1010,COLORADO SPRINGS 11       ,H,   ,9298,1,1,1
WAYNE CARLE MIDDLE SCHOOL                                   ,1420,JEFFERSON COUNTY R-1      ,M,   ,9299,2,2,2
WEBER ELEMENTARY SCHOOL                                     ,1420,JEFFERSON COUNTY R-1      ,E,   ,9328,3,2,2
WEBBER MIDDLE SCHOOL                                        ,1550,POUDRE R-1                ,M,   ,9330,2,3,2
WEBSTER ELEMENTARY SCHOOL                                   ,990,WIDEFIELD 3               ,E,   ,9334,1,1,1
WEST DENVER PREP - HIGHLAND CAMPUS                          ,880,DENVER COUNTY 1           ,M,   ,9336,2,2,2
WELCHESTER ELEMENTARY SCHOOL                                ,1420,JEFFERSON COUNTY R-1      ,E,   ,9342,2,2,2
WELD CENTRAL JUNIOR HIGH SCHOOL                             ,3090,KEENESBURG RE-3(J)        ,M,   ,9347,2,2,3
WELDON VALLEY ELEMENTARY SCHOOL                             ,2505,WELDON VALLEY RE-20(J)    ,E,   ,9352,3,2,3
WELDON VALLEY JUNIOR HIGH SCHOOL                            ,2505,WELDON VALLEY RE-20(J)    ,M,   ,9356,1,1,1
WELDON VALLEY HIGH SCHOOL                                   ,2505,WELDON VALLEY RE-20(J)    ,H,   ,9360,2,1,2
EYESTONE ELEMENTARY SCHOOL                                  ,1550,POUDRE R-1                ,E,   ,9370,3,3,3
WELLINGTON MIDDLE SCHOOL                                    ,1550,POUDRE R-1                ,M,   ,9374,3,3,3
WERNER ELEMENTARY SCHOOL                                    ,1550,POUDRE R-1                ,E,   ,9380,2,1,2
WEST DENVER PREP: HARVEY PARK CAMPUS                        ,880,DENVER COUNTY 1           ,M,   ,9389,2,2,2
WEST DENVER PREP - LAKE CAMPUS                              ,880,DENVER COUNTY 1           ,M,   ,9390,2,2,2
AURORA WEST COLLEGE PREPARATORY ACADEMY                     ,180,ADAMS-ARAPAHOE 28J        ,M,   ,9396,2,2,2
WEST INTERGENERATIONAL CENTER                               ,1010,COLORADO SPRINGS 11       ,M,   ,9404,1,2,2
WEST MIDDLE SCHOOL                                          ,2000,MESA COUNTY VALLEY 51     ,M,   ,9406,2,2,2
WEST HIGH SCHOOL                                            ,880,DENVER COUNTY 1           ,H,   ,9408,2,2,2
WESTGATE ELEMENTARY SCHOOL                                  ,1420,JEFFERSON COUNTY R-1      ,E,   ,9412,2,3,2
WEST GRAND ELEMENTARY SCHOOL                                ,1340,WEST GRAND 1-JT.          ,E,   ,9416,3,3,3
WEST GRAND HIGH SCHOOL                                      ,1340,WEST GRAND 1-JT.          ,H,   ,9420,1,1,1
WEST GRAND MIDDLE SCHOOL                                    ,1340,WEST GRAND 1-JT.          ,M,   ,9422,1,1,1
WEST JEFFERSON ELEMENTARY SCHOOL                            ,1420,JEFFERSON COUNTY R-1      ,E,   ,9424,2,2,3
WESTERLY CREEK ELEMENTARY                                   ,880,DENVER COUNTY 1           ,E,   ,9425,2,2,2
WEST RIDGE ELEMENTARY                                       ,40,BRIGHTON 27J              ,E,   ,9426,3,3,2
WOODROW WILSON CHARTER ACADEMY                              ,1420,JEFFERSON COUNTY R-1      ,E,   ,9427,2,2,2
WOODROW WILSON CHARTER ACADEMY                              ,1420,JEFFERSON COUNTY R-1      ,M,   ,9427,2,2,2
WEST JEFFERSON MIDDLE SCHOOL                                ,1420,JEFFERSON COUNTY R-1      ,M,   ,9428,2,2,2
WEST WOODS ELEMENTARY SCHOOL                                ,1420,JEFFERSON COUNTY R-1      ,E,   ,9429,2,2,1
WESTVIEW MIDDLE SCHOOL                                      ,470,ST VRAIN VALLEY RE 1J     ,M,   ,9430,2,2,2
WESTGATE CHARTER                                            ,20,ADAMS 12 FIVE STAR SCHOOLS,E,   ,9431,1,3,1
WESTGATE CHARTER                                            ,20,ADAMS 12 FIVE STAR SCHOOLS,M,   ,9431,2,3,3
DENNISON ELEMENTARY SCHOOL                                  ,1420,JEFFERSON COUNTY R-1      ,E,   ,9432,2,2,2
SCENIC ELEMENTARY SCHOOL                                    ,2000,MESA COUNTY VALLEY 51     ,E,   ,9434,1,2,1
WESTLAKE MIDDLE SCHOOL                                      ,20,ADAMS 12 FIVE STAR SCHOOLS,M,   ,9444,2,2,2
WEST ELEMENTARY SCHOOL                                      ,1010,COLORADO SPRINGS 11       ,E,   ,9445,2,3,3
WESTMINSTER ELEMENTARY SCHOOL                               ,70,WESTMINSTER 50            ,E,   ,9462,1,3,3
WESTMINSTER HIGH SCHOOL                                     ,70,WESTMINSTER 50            ,H,   ,9466,1,2,1
WESTPARK ELEMENTARY SCHOOL                                  ,1510,LAKE COUNTY R-1           ,E,   ,9486,1,1,1
WESTRIDGE ELEMENTARY SCHOOL                                 ,1420,JEFFERSON COUNTY R-1      ,E,   ,9490,2,1,2
WESTVIEW ELEMENTARY SCHOOL                                  ,20,ADAMS 12 FIVE STAR SCHOOLS,E,   ,9494,3,2,2
CASTRO ELEMENTARY SCHOOL                                    ,880,DENVER COUNTY 1           ,E,   ,9496,1,3,3
WHEAT RIDGE HIGH SCHOOL                                     ,1420,JEFFERSON COUNTY R-1      ,H,   ,9510,2,2,3
WHEELING ELEMENTARY SCHOOL                                  ,180,ADAMS-ARAPAHOE 28J        ,E,   ,9514,2,1,1
WHITTIER ELEMENTARY SCHOOL                                  ,480,BOULDER VALLEY RE 2       ,E,   ,9544,2,2,2
WHITTIER K-8 SCHOOL                                         ,880,DENVER COUNTY 1           ,E,   ,9548,3,2,3
WHITTIER K-8 SCHOOL                                         ,880,DENVER COUNTY 1           ,M,   ,9548,3,2,2
DISCOVERY HIGH SCHOOL                                       ,990,WIDEFIELD 3               ,H,   ,9560,,,2
WIDEFIELD ELEMENTARY SCHOOL                                 ,990,WIDEFIELD 3               ,E,   ,9562,1,2,2
WIDEFIELD HIGH SCHOOL                                       ,990,WIDEFIELD 3               ,H,   ,9566,1,1,1
WIGGINS ELEMENTARY SCHOOL                                   ,2515,WIGGINS RE-50(J)          ,E,   ,9576,3,3,2
WIGGINS HIGH SCHOOL                                         ,2515,WIGGINS RE-50(J)          ,H,   ,9582,1,2,2
