School Code,School Name,Physical Address,Physical City,Physical State,Physical Zipcode,Phone,LowestGrade,,School Type,Organization Code,District Name,District Size,District Setting
8130,SOUTHEAST ELEMENTARY SCHOOL,1595 SOUTHERN STREET,BRIGHTON,CO,80601,3038662680,Preschool,5th Grade,Elementary,0040,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
8132,SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,3001 SOUTH FEDERAL BOULEVARD,DENVER,CO,80236,3039355473,9th Grade,12th Grade,Senior,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8133,SOUTHWEST OPEN CHARTER SCHOOL,401 NORTH DOLORES ROAD,CORTEZ,CO,81321,9705651150,9th Grade,12th Grade,Senior,2035,MONTEZUMA-CORTEZ RE-1,"1,201 - 6,000",Outlying City
8135,SOUTHERN HILLS MIDDLE SCHOOL,1500 KNOX DRIVE,BOULDER,CO,80305,7205613400,6th Grade,8th Grade,Middle,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
8138,SOUTHMOOR ELEMENTARY SCHOOL,3755 SOUTH MAGNOLIA WAY,DENVER,CO,80237,7204243930,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8140,SPANGLER ELEMENTARY SCHOOL,1440 COLLYER STREET,LONGMONT,CO,80501,7204943761,Preschool,5th Grade,Elementary,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
8143,SPANN ELEMENTARY SCHOOL,2300 EAST 10TH,PUEBLO,CO,81001,7195443590,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
8145,SUMMIT ACADEMY,3001 SOUTH FEDERAL BLVD,DENVER,CO,80219,7204233054,9th Grade,12th Grade,Senior,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8160,SPRINGFIELD ELEMENTARY SCHOOL,389 TIPTON STREET,SPRINGFIELD,CO,81073,7195234391,Preschool,6th Grade,Elementary,0250,SPRINGFIELD RE-4,301 - 600,Outlying Town
8164,SPRINGFIELD JUNIOR HIGH SCHOOL,389 TIPTON STREET,SPRINGFIELD,CO,81073,7195236522,7th Grade,8th Grade,Middle,0250,SPRINGFIELD RE-4,301 - 600,Outlying Town
8168,SPRINGFIELD HIGH SCHOOL,389 TIPTON STREET,SPRINGFIELD,CO,81073,7195236522,9th Grade,12th Grade,Senior,0250,SPRINGFIELD RE-4,301 - 600,Outlying Town
8178,SPROUL JUNIOR HIGH SCHOOL,235 SUMAC DRIVE,COLORADO SPRINGS,CO,80911,7193913215,6th Grade,8th Grade,Middle,0990,WIDEFIELD 3,"6,001 - 25,000",Urban-Suburban
8208,SODA CREEK ELEMENTARY SCHOOL,220 PARK AVENUE,STEAMBOAT SPRINGS,CO,80487,9708790652,Kindergarten,5th Grade,Elementary,2770,STEAMBOAT SPRINGS RE-2,"1,201 - 6,000",Outlying City
8209,STANDLEY LAKE HIGH SCHOOL,9300 WEST 104TH AVENUE,WESTMINSTER,CO,80021,3039823311,9th Grade,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8210,STEAMBOAT SPRINGS MIDDLE SCHOOL,39610 AMETHYST DRIVE,STEAMBOAT SPRINGS,CO,80487,9708791058,6th Grade,8th Grade,Middle,2770,STEAMBOAT SPRINGS RE-2,"1,201 - 6,000",Outlying City
8211,THE STUDIO SCHOOL,10604 GRANT DRIVE,NORTHGLENN,CO,80233,7209723620,Kindergarten,4th Grade,Elementary,0020,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
8212,STEAMBOAT SPRINGS HIGH SCHOOL,45 EAST MAPLE STREET,STEAMBOAT SPRINGS,CO,80487,9708713699,9th Grade,12th Grade,Senior,2770,STEAMBOAT SPRINGS RE-2,"1,201 - 6,000",Outlying City
8222,STECK ELEMENTARY SCHOOL,425 ASH STREET,DENVER,CO,80220,7204243870,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8225,STELLAR ELEMENTARY SCHOOL,3901 EAST 124TH AVENUE,THORNTON,CO,80241,7209722340,Kindergarten,5th Grade,Elementary,0020,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
8232,STEDMAN ELEMENTARY SCHOOL,2940 DEXTER STREET,DENVER,CO,80207,7204243800,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8242,STEELE ELEMENTARY SCHOOL,320 SOUTH MARION PARKWAY,DENVER,CO,80209,7204243720,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8246,STEELE ELEMENTARY SCHOOL,1720 NORTH WEBER STREET,COLORADO SPRINGS,CO,80907,7193284700,Kindergarten,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
8248,STEIN ELEMENTARY SCHOOL,80 SOUTH TELLER STREET,LAKEWOOD,CO,80226,3039827407,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8256,STERLING MIDDLE SCHOOL,1177 PAWNEE STREET,STERLING,CO,80751,9705221041,6th Grade,8th Grade,Middle,1828,VALLEY RE-1,"1,201 - 6,000",Outlying City
8260,STERLING HIGH SCHOOL,407 WEST BROADWAY,STERLING,CO,80751,9705222944,9th Grade,12th Grade,Senior,1828,VALLEY RE-1,"1,201 - 6,000",Outlying City
8266,STETSON ELEMENTARY SCHOOL,4910 JEDEDIAH SMITH ROAD,COLORADO SPRINGS,CO,80922,7195744711,Preschool,5th Grade,Elementary,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
8272,STEVENS ELEMENTARY SCHOOL,4001 REED STREET,WHEAT RIDGE,CO,80033,3039822198,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8274,GRAND VALLEY MIDDLE SCHOOL,0364 SIPRELLE DRIVE,PARACHUTE,CO,81635,9702855707,6th Grade,8th Grade,Middle,1220,GARFIELD 16,601 - 1.200,Rural
8275,STEM SCHOOL,11700 IRMA DRIVE,NORTHGLENN,CO,80233,720972400,Kindergarten,6th Grade,Elementary,0020,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
8276,STOBER ELEMENTARY SCHOOL,2300 URBAN STREET,LAKEWOOD,CO,80215,3039827610,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8280,STONY CREEK ELEMENTARY SCHOOL,7203 SOUTH EVERETT,LITTLETON,CO,80128,3039824120,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8300,STOTT ELEMENTARY SCHOOL,6600 YANK WAY,ARVADA,CO,80004,3039822638,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8318,STOVE PRAIRIE ELEMENTARY SCHOOL,3891 STOVE PRAIRIE ROAD,BELLVUE,CO,80512,9704886575,Kindergarten,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
8328,STRASBURG ELEMENTARY SCHOOL,56729 EAST COLORADO AVENUE,STRASBURG,CO,80136,3036229211,Preschool,5th Grade,Elementary,0060,STRASBURG 31J,301 - 600,Rural
8332,HEMPHILL MIDDLE SCHOOL,56729 EAST COLORADO AVENUE,STRASBURG,CO,80136,3036229211,6th Grade,8th Grade,Middle,0060,STRASBURG 31J,301 - 600,Rural
8334,STRASBURG HIGH SCHOOL,56729 EAST COLORADO AVENUE,STRASBURG,CO,80136,3036229211,9th Grade,12th Grade,Senior,0060,STRASBURG 31J,301 - 600,Rural
8337,STRATMOOR HILLS ELEMENTARY SCHOOL,200 LOOMIS AVENUE,COLORADO SPRINGS,CO,80906,7195792185,Preschool,5th Grade,Elementary,0980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
8342,STRATTON ELEMENTARY SCHOOL,6 MAIN,STRATTON,CO,80836,7193485521,Preschool,5th Grade,Elementary,1480,STRATTON R-4,301 - 600,Rural
8346,STRATTON ELEMENTARY SCHOOL,2460 PASEO ROAD,COLORADO SPRINGS,CO,80907,7193283400,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
8350,STRATTON MEADOWS ELEMENTARY SCHOOL,610 BROOKSHIRE AVENUE,COLORADO SPRINGS,CO,80906,7195792190,Preschool,5th Grade,Elementary,0980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
8351,STRATTON MIDDLE SCHOOL,219 ILLINOIS AVENUE,STRATTON,CO,80836,7193485369,6th Grade,8th Grade,Middle,1480,STRATTON R-4,301 - 600,Rural
8354,STRATTON SENIOR HIGH SCHOOL,219 ILLINOIS AVENUE,STRATTON,CO,80836,7193485369,9th Grade,12th Grade,Senior,1480,STRATTON R-4,301 - 600,Rural
8356,WILLIAM SMITH HIGH SCHOOL,400 AIRPORT BLVD,AURORA,CO,80011,3033648715,9th Grade,12th Grade,Senior,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
8358,STRAWBERRY PARK ELEMENTARY SCHOOL,39620 AMETHYST DRIVE,STEAMBOAT SPRINGS,CO,80487,9708797550,Kindergarten,5th Grade,Elementary,2770,STEAMBOAT SPRINGS RE-2,"1,201 - 6,000",Outlying City
8359,SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),2508 AIRPORT ROAD,COLORADO SPRINGS,CO,80910,7193922015,Kindergarten,8th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
8361,STUKEY ELEMENTARY SCHOOL,11080 GRANT DRIVE,NORTHGLENN,CO,80233,7209725420,Kindergarten,5th Grade,Elementary,0020,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
8370,DILLON VALLEY ELEMENTARY SCHOOL,108 DEERPATH ROAD,DILLON,CO,80435,9703681499,Preschool,5th Grade,Elementary,3000,SUMMIT RE-1,"1,201 - 6,000",Outlying Town
8372,BRECKENRIDGE ELEMENTARY SCHOOL,312 SOUTH HARRIS STREET,BRECKENRIDGE,CO,80424,9703681399,Kindergarten,5th Grade,Elementary,3000,SUMMIT RE-1,"1,201 - 6,000",Outlying Town
8374,FRISCO ELEMENTARY SCHOOL,800 8TH AVENUE,FRISCO,CO,80443,9703681599,Preschool,5th Grade,Elementary,3000,SUMMIT RE-1,"1,201 - 6,000",Outlying Town
8375,SUMMIT ALTERNATIVE HIGH SCHOOL,333 FIEDLER AVENUE,DILLON,CO,80435,0,9th Grade,12th Grade,Senior,3000,SUMMIT RE-1,"1,201 - 6,000",Outlying Town
8376,SILVERTHORNE ELEMENTARY SCHOOL,101 HAMILTON CREEK ROAD,SILVERTHORNE,CO,80498,9703681699,Preschool,5th Grade,Elementary,3000,SUMMIT RE-1,"1,201 - 6,000",Outlying Town
8377,SUMMIT MIDDLE SCHOOL,SCHOOL ROAD,FRISCO,CO,80443,9706685037,6th Grade,8th Grade,Middle,3000,SUMMIT RE-1,"1,201 - 6,000",Outlying Town
8378,SUMMIT HIGH SCHOOL,16201 U S HIGHWAY 9,FRISCO,CO,80443,9703681199,9th Grade,12th Grade,Senior,3000,SUMMIT RE-1,"1,201 - 6,000",Outlying Town
8379,SUMMIT ELEMENTARY SCHOOL,490 MEADOW PARK DR,DIVIDE,CO,80814,7196862401,Preschool,5th Grade,Elementary,3020,WOODLAND PARK RE-2,"1,201 - 6,000",Outlying Town
8380,SUMMIT ELEMENTARY SCHOOL,18201 EAST QUINCY AVE,AURORA,CO,80015,7208866400,Preschool,5th Grade,Elementary,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
8381,SUMMIT RIDGE MIDDLE SCHOOL,11809 WEST COAL MINE ROAD,LITTLETON,CO,80127,3039829013,7th Grade,8th Grade,Middle,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8382,SUMMIT VIEW ELEMENTARY SCHOOL,10200 SOUTH PIEDMONT DRIVE,HIGHLANDS RANCH,CO,80126,3033876800,Kindergarten,6th Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
8385,SUMMIT COVE ELEMENTARY SCHOOL,0727 COVE BOULEVARD,DILLON,CO,80435,9703681799,Preschool,5th Grade,Elementary,3000,SUMMIT RE-1,"1,201 - 6,000",Outlying Town
8387,SUMMIT MIDDLE CHARTER SCHOOL,4655 HANOVER AVENUE,BOULDER,CO,80305,7205613900,6th Grade,8th Grade,Middle,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
8388,SUNNYSIDE ELEMENTARY SCHOOL,75 CR 218,DURANGO,CO,81301,9702595249,Preschool,5th Grade,Elementary,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
8392,SUNRISE ELEMENTARY SCHOOL,7070 GRAND VALLEY DRIVE,COLORADO SPRINGS,CO,80911,7193913415,Kindergarten,5th Grade,Elementary,0990,WIDEFIELD 3,"6,001 - 25,000",Urban-Suburban
8394,SUNRISE ELEMENTARY SCHOOL,4050 SOUTH GENOA WAY,AURORA,CO,80013,7208862900,Preschool,5th Grade,Elementary,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
8398,SUNSET ELEMENTARY SCHOOL,800 WEST 7TH STREET,CRAIG,CO,81625,9708245762,Preschool,5th Grade,Elementary,2020,MOFFAT COUNTY RE:NO 1,"1,201 - 6,000",Outlying City
8402,SUNSET PARK ELEMENTARY SCHOOL,110 UNIVERSITY CIRCLE,PUEBLO,CO,81005,7195497610,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
8406,SUNSET RIDGE ELEMENTARY SCHOOL,9451 HOOKER STREET,WESTMINSTER,CO,80030,3034268907,Kindergarten,5th Grade,Elementary,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
8418,SUPERIOR ELEMENTARY SCHOOL,1800 SOUTH INDIANA ST.,SUPERIOR,CO,80027,7205614100,Kindergarten,5th Grade,Elementary,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
8419,SURFACE CREEK VISION SCHOOL,695 N GRAND MESA DR,CEDAREDGE,CO,81413,9708566193,Kindergarten,12th Grade,Senior,0870,DELTA COUNTY 50(J),"1,201 - 6,000",Outlying Town
8420,SWALLOWS CHARTER ACADEMY,278 SOUTH MCCULLOCH BOULEVARD,PUEBLO WEST,CO,81007,7195471627,Kindergarten,8th Grade,Elementary,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
8422,SWANSEA ELEMENTARY SCHOOL,4650 COLUMBINE STREET,DENVER,CO,80216,7204243630,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8432,SWANSON ELEMENTARY SCHOOL,6055 WEST 68TH AVENUE,ARVADA,CO,80003,3039820891,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8452,SWINK ELEMENTARY SCHOOL,610 COLUMBIA STREET,SWINK,CO,81077,7193848103,Kindergarten,6th Grade,Elementary,2570,SWINK 33,301 - 600,Rural
8456,SWINK JUNIOR-SENIOR HIGH SCHOOL,610 COLUMBIA STREET,SWINK,CO,81077,7193848103,7th Grade,12th Grade,Senior,2570,SWINK 33,301 - 600,Rural
8457,JACK SWIGERT AEROSPACE ACADEMY,4220 EAST PIKES PEAK AVE,COLORADO SPRINGS,CO,80909,7193286900,6th Grade,8th Grade,Middle,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
8458,JOHN AND KAREN LITZ PRESCHOOL,13950 WEST 20TH AVENUE,GOLDEN,CO,80401,3039825928,Preschool,Preschool,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8459,RANGE VIEW ELEMENTARY,700 PONDEROSA DRIVE,SEVERANCE,CO,80550,9706746000,Preschool,5th Grade,Elementary,3100,WINDSOR RE-4,"1,201 - 6,000",Outlying Town
8460,TAVELLI ELEMENTARY SCHOOL,1118 MIRAMOUNT DRIVE,FORT COLLINS,CO,80524,9704886725,Kindergarten,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
8462,TAYLOR ELEMENTARY SCHOOL,689 BRENTWOOD DR,PALISADE,CO,81526,9702544870,Preschool,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
8466,TAYLOR ELEMENTARY SCHOOL,900 EAST BUENA VENTURA STREET,COLORADO SPRINGS,CO,80907,7193283500,Kindergarten,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
8500,TEDDY BEAR PRESCHOOL,1550 HILLSIDE AVENUE,DOLORES,CO,81323,9708827277,Preschool,Preschool,Elementary,2055,DOLORES RE-4A,601 - 1.200,Rural
8776,TELLER ELEMENTARY SCHOOL,1150 GARFIELD STREET,DENVER,CO,80206,7204243560,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8779,TCA COLLEGE PATHWAYS,12201 CROSS PEAK VIEW,COLORADO SPRINGS,CO,80921,7194886294,7th Grade,12th Grade,Senior,1040,ACADEMY 20,"6,001 - 25,000",Urban-Suburban
8786,TELLURIDE ELEMENTARY SCHOOL,447 WEST COLUMBIA,TELLURIDE,CO,81435,9707286615,Preschool,6th Grade,Elementary,2830,TELLURIDE R-1,301 - 600,Outlying Town
8790,TELLURIDE MIDDLE SCHOOL,721 WEST COLORADO AVENUE,TELLURIDE,CO,81435,9703694719,7th Grade,8th Grade,Middle,2830,TELLURIDE R-1,301 - 600,Outlying Town
8791,VISTA RIDGE HIGH SCHOOL,6888 BLACK FOREST ROAD,COLORADO SPRINGS,CO,80922,7194916983,9th Grade,12th Grade,Senior,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
8793,TWO ROADS CHARTER SCHOOL,10399 WEST 44TH AVE,WHEAT RIDGE,CO,80033,3032711977,Kindergarten,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8794,TELLURIDE HIGH SCHOOL,725 WEST COLORADO AVENUE,TELLURIDE,CO,81435,9707284377,9th Grade,12th Grade,Senior,2830,TELLURIDE R-1,301 - 600,Outlying Town
8798,TENNYSON KNOLLS ELEMENTARY SCHOOL,6330 TENNYSON STREET,ARVADA,CO,80003,3034294090,Kindergarten,5th Grade,Elementary,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
8804,PITTS ELEMENTARY SCHOOL,315 WEST 6TH STREET,LEADVILLE,CO,80461,7194866920,Preschool,Kindergarten,Elementary,1510,LAKE COUNTY R-1,"1,201 - 6,000",Outlying Town
8810,THE CONNECT CHARTER SCHOOL,104 WEST 7TH,PUEBLO,CO,81003,7195420224,6th Grade,8th Grade,Middle,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
8813,THE DA VINCI ACADEMY SCHOOL,1335 BRIDLE OAK LANE,COLORADO SPRINGS,CO,80921,7192345400,Kindergarten,5th Grade,Elementary,1040,ACADEMY 20,"6,001 - 25,000",Urban-Suburban
8820,TURNBERRY ELEMENTARY,13069 EAST 106TH PLACE,COMMERCE CITY,CO,80022,7206855350,Preschool,5th Grade,Elementary,0040,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
8822,THOMAS JEFFERSON HIGH SCHOOL,3950 SOUTH HOLLY STREET,DENVER,CO,80237,7204237000,9th Grade,12th Grade,Senior,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8824,THOMPSON VALLEY HIGH SCHOOL,1669 EAGLE DRIVE,LOVELAND,CO,80537,9706137900,9th Grade,12th Grade,Senior,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
8825,THOMAS MACLAREN STATE CHARTER SCHOOL,303 AUSTIN BLUFFS PARKWAY,COLORADO SPRINGS,CO,80918,7193134488,6th Grade,10th Grade,Senior,8001,Charter School Institute,#N/A,#N/A
8832,THOMSON PRIMARY SCHOOL,422 RAY STREET,BRUSH,CO,80723,9708425139,Preschool,2nd Grade,Elementary,2395,BRUSH RE-2(J),"1,201 - 6,000",Outlying Town
8834,THOMSON ELEMENTARY SCHOOL,7750 HARLAN STREET,ARVADA,CO,80003,3039829933,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8842,THORNTON ELEMENTARY SCHOOL,900 EPPINGER BOULEVARD,THORNTON,CO,80229,7209725660,Kindergarten,5th Grade,Elementary,0020,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
8846,THUNDER MOUNTAIN ELEMENTARY SCHOOL,3063 F1/2 ROAD,GRAND JUNCTION,CO,81504,9702545870,Preschool,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
8847,THUNDERRIDGE HIGH SCHOOL,1991 WILDCAT RESERVE PARKWAY,HIGHLANDS RANCH,CO,80129,3033872000,9th Grade,12th Grade,Senior,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
8848,THUNDER RIDGE MIDDLE SCHOOL,5250 SOUTH PICADILLY STREET,AURORA,CO,80015,7208861500,6th Grade,8th Grade,Middle,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
8850,TIMBERLINE ELEMENTARY SCHOOL,5500 SOUTH KILLARNEY STREET,CENTENNIAL,CO,80015,7208863200,Preschool,5th Grade,Elementary,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
8851,TIMBERVIEW MIDDLE SCHOOL,8680 SCARBOROUGH DRIVE,COLORADO SPRINGS,CO,80920,7192343600,6th Grade,8th Grade,Middle,1040,ACADEMY 20,"6,001 - 25,000",Urban-Suburban
8852,TIMNATH ELEMENTARY SCHOOL,3909 MAIN STREET,TIMNATH,CO,80547,9704886825,Kindergarten,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
8853,TIMBER TRAIL ELEMENTARY SCHOOL,690 WEST CASTLE PINES PARKWAY,CASTLE ROCK,CO,80108,3033875700,Preschool,5th Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
8855,THOMPSON ONLINE,2890 NORTH MONROE AVENUE,LOVELAND,CO,80538,9706135132,Kindergarten,12th Grade,Senior,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
8858,TOLLGATE ELEMENTARY SCHOOL,701 SOUTH KALISPELL WAY,AURORA,CO,80017,3036960944,Kindergarten,5th Grade,Elementary,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
8876,TOPE ELEMENTARY SCHOOL,2220 N 7TH ST,GRAND JUNCTION,CO,81501,9702547070,Preschool,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
8886,TOZER ELEMENTARY SCHOOL,501 OAK STREET,WINDSOR,CO,80550,9706868400,Preschool,2nd Grade,Elementary,3100,WINDSOR RE-4,"1,201 - 6,000",Outlying Town
8887,TRAILS WEST ELEMENTARY SCHOOL,5400 SOUTH WACO STREET,CENTENNIAL,CO,80015,7208868500,Preschool,5th Grade,Elementary,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
8888,TRAYLOR ELEMENTARY SCHOOL,2900 SOUTH IVAN WAY,DENVER,CO,80227,7204243480,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8897,TRAILBLAZER ELEMENTARY SCHOOL,9760 SOUTH HACKBERRY,HIGHLANDS RANCH,CO,80126,3033876250,Kindergarten,6th Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
8902,TRAILBLAZER ELEMENTARY SCHOOL,2015 WICKES ROAD,COLORADO SPRINGS,CO,80919,7193286300,Preschool,6th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
8903,TRAIL RIDGE MIDDLE SCHOOL,1000 BUTTON ROCK DRIVE,LONGMONT,CO,80501,7204943820,6th Grade,8th Grade,Middle,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
8906,TRINIDAD HIGH SCHOOL,816 WEST STREET,TRINIDAD,CO,81082,7198462971,9th Grade,12th Grade,Senior,1580,TRINIDAD 1,"1,201 - 6,000",Outlying City
8909,TREVISTA ECE-8 AT HORACE MANN,4130 NAVAJO STREET,DENVER,CO,80211,7204239800,Preschool,8th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8918,TRUSCOTT ELEMENTARY SCHOOL,211 WEST 6TH STREET,LOVELAND,CO,80537,9706136900,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
8923,TURMAN ELEMENTARY SCHOOL,3245 SPRINGNITE DRIVE,COLORADO SPRINGS,CO,80916,7195792195,Preschool,5th Grade,Elementary,0980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
8925,TURNER MIDDLE SCHOOL,950 MASSACHUSETTS AVENUE,BERTHOUD,CO,80513,9706137400,6th Grade,8th Grade,Middle,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
8927,TWIN PEAKS CHARTER ACADEMY,340 SOUTH SUNSET STREET,LONGMONT,CO,80501,3037727286,Kindergarten,8th Grade,Elementary,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
8929,PIKES PEAK PREP,525 EAST COSTILLA STREET,COLORADO SPRINGS,CO,80903,7195707575,Kindergarten,12th Grade,Senior,8001,Charter School Institute,#N/A,#N/A
8930,TWOMBLY ELEMENTARY SCHOOL,1600 NINTH STREET,FORT LUPTON,CO,80621,3038577400,Preschool,5th Grade,Elementary,3140,WELD COUNTY S/D RE-8,"1,201 - 6,000",Outlying Town
8960,UNDERWOOD ELEMENTARY SCHOOL,10TH & OAK,DEL NORTE,CO,81132,7196574030,2nd Grade,5th Grade,Elementary,2730,DEL NORTE C-7,601 - 1.200,Outlying Town
8965,UNION COLONY PREPARATORY SCHOOL,2000 CLUBHOUSE DRIVE,GREELEY,CO,80634,9703482800,6th Grade,12th Grade,Senior,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
8970,UNIVERSITY PARK ELEMENTARY SCHOOL,2300 SOUTH ST PAUL STREET,DENVER,CO,80210,7204243410,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8978,UNIVERSITY HILL ELEMENTARY SCHOOL,956  16TH STREET,BOULDER,CO,80302,7205615416,Preschool,5th Grade,Elementary,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
8993,UPPER BLUE ELEMENTARY SCHOOL,1200 AIRPORT ROAD,BRECKENRIDGE,CO,80424,9703681899,Preschool,5th Grade,Elementary,3000,SUMMIT RE-1,"1,201 - 6,000",Outlying Town
9008,UTE MEADOWS ELEMENTARY SCHOOL,11050 WEST MEADOWS DRIVE,LITTLETON,CO,80127,3039824044,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9010,UTE PASS ELEMENTARY SCHOOL,9230 CHIPITA PARK ROAD,CHIPITA PARK,CO,80809,7196852227,Preschool,5th Grade,Elementary,1030,MANITOU SPRINGS 14,"1,201 - 6,000",Urban-Suburban
9032,VALLEY HIGH SCHOOL,1001 BIRCH STREET,GILCREST,CO,80623,9707372494,9th Grade,12th Grade,Senior,3080,WELD COUNTY RE-1,"1,201 - 6,000",Outlying Town
9036,VALLEY VIEW K-8,660 WEST 70TH AVENUE,DENVER,CO,80221,3038531560,Kindergarten,8th Grade,Elementary,0010,MAPLETON 1,"1,201 - 6,000",Denver Metro
