School Name,District Number,District Name,EMH,EMH_combined,School Number,rate_at.5_chng_ach,rate_at.5_chng_growth,pct_pts_chnge_.5
JOHN MALL JUNIOR-SENIOR HIGH SCHOOL,1390,HUERFANO RE-1,M,MH,9212,1,2,2
WALSH ELEMENTARY SCHOOL,0230,WALSH RE-1,E,,9222,1,2,2
WALSH HIGH SCHOOL,0230,WALSH RE-1,H,,9226,1,2,2
WALSH HIGH SCHOOL,0230,WALSH RE-1,M,,9226,1,2,1
WALT CLARK MIDDLE SCHOOL,1560,THOMPSON R-2J,M,,9228,2,2,1
VIKAN MIDDLE SCHOOL,0040,BRIGHTON 27J,M,,9230,3,2,2
WAMSLEY ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,,9231,2,2,2
WARDER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9232,1,2,2
WARREN OCCUPATION TECHNICAL CENTER,1420,JEFFERSON COUNTY R-1,H,,9234,,,
WARREN TECH NORTH,1420,JEFFERSON COUNTY R-1,,,9245,,,
WASHINGTON ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,,9248,2,3,3
TRAUT CORE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,9251,2,3,2
HAROLD FERGUSON HIGH SCHOOL,1560,THOMPSON R-2J,H,,9260,,,
WIGGINS MIDDLE SCHOOL,2515,WIGGINS RE-50(J),M,,9263,2,2,2
WASHINGTON PRIMARY SCHOOL,2530,ROCKY FORD R-2,,,9264,,,
WASHINGTON ELEMENTARY SCHOOL,2660,LAMAR RE-2,,,9268,,,
WATSON JUNIOR HIGH SCHOOL,0990,WIDEFIELD 3,M,,9294,2,2,2
WASSON HIGH SCHOOL,1010,COLORADO SPRINGS 11,H,,9298,1,2,1
WAYNE CARLE MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,9299,3,3,2
WEBER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9328,2,2,2
WEBBER MIDDLE SCHOOL,1550,POUDRE R-1,M,,9330,2,2,2
WEBSTER ELEMENTARY SCHOOL,0990,WIDEFIELD 3,E,,9334,2,2,1
WEST DENVER PREP - HIGHLAND CAMPUS,0880,DENVER COUNTY 1,,,9336,,,
WELCHESTER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9342,3,2,2
WELD CENTRAL JUNIOR HIGH SCHOOL,3090,KEENESBURG RE-3(J),M,,9347,3,2,2
WELDON VALLEY ELEMENTARY SCHOOL,2505,WELDON VALLEY RE-20(J),E,,9352,3,2,3
WELDON VALLEY JUNIOR HIGH SCHOOL,2505,WELDON VALLEY RE-20(J),M,,9356,1,2,2
WELDON VALLEY HIGH SCHOOL,2505,WELDON VALLEY RE-20(J),H,,9360,2,3,3
EYESTONE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,9370,1,1,1
WELLINGTON MIDDLE SCHOOL,1550,POUDRE R-1,M,,9374,2,2,2
WERNER ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,9380,2,2,2
WEST DENVER PREP: HARVEY PARK CAMPUS,0880,DENVER COUNTY 1,M,,9389,2,2,2
WEST DENVER PREP - LAKE CAMPUS,0880,DENVER COUNTY 1,,,9390,,,
AURORA WEST COLLEGE PREPARATORY ACADEMY,0180,ADAMS-ARAPAHOE 28J,M,,9396,2,2,2
WEST INTERGENERATIONAL CENTER,1010,COLORADO SPRINGS 11,M,,9404,1,2,1
WEST MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,,9406,2,2,1
WEST HIGH SCHOOL,0880,DENVER COUNTY 1,H,,9408,2,3,3
WESTGATE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9412,1,1,1
WEST GRAND ELEMENTARY SCHOOL,1340,WEST GRAND 1-JT.,E,,9416,3,3,3
WEST GRAND HIGH SCHOOL,1340,WEST GRAND 1-JT.,H,,9420,3,2,2
WEST GRAND MIDDLE SCHOOL,1340,WEST GRAND 1-JT.,M,,9422,2,3,3
WEST JEFFERSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9424,2,2,2
WESTERLY CREEK ELEMENTARY,0880,DENVER COUNTY 1,E,,9425,2,,1
WEST RIDGE ELEMENTARY,0040,BRIGHTON 27J,E,,9426,2,2,2
WOODROW WILSON CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,E,EM,9427,2,3,3
WOODROW WILSON CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,M,EM,9427,3,3,3
WEST JEFFERSON MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,9428,2,2,2
WEST WOODS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9429,2,2,2
WESTVIEW MIDDLE SCHOOL,0470,ST VRAIN VALLEY RE 1J,M,,9430,2,2,2
WESTGATE CHARTER,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,9431,2,2,2
WESTGATE CHARTER,0020,ADAMS 12 FIVE STAR SCHOOLS,M,,9431,2,,2
DENNISON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9432,2,2,2
SCENIC ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,9434,2,2,2
WESTLAKE MIDDLE SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,M,,9444,2,1,1
WEST ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,9445,2,2,2
WESTMINSTER ELEMENTARY SCHOOL,0070,WESTMINSTER 50,E,,9462,1,3,3
WESTMINSTER HIGH SCHOOL,0070,WESTMINSTER 50,H,,9466,1,2,2
WESTPARK ELEMENTARY SCHOOL,1510,LAKE COUNTY R-1,E,,9486,3,2,2
WESTRIDGE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9490,2,2,2
WESTVIEW ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,9494,2,2,2
CASTRO ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,9496,1,2,2
WHEAT RIDGE MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,9506,2,2,1
WHEAT RIDGE HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,9510,2,2,2
WHEELING ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,9514,1,2,2
WHITTIER ELEMENTARY SCHOOL,0480,BOULDER VALLEY RE 2,E,,9544,2,3,2
WHITTIER K-8 SCHOOL,0880,DENVER COUNTY 1,E,EM,9548,1,2,2
WHITTIER K-8 SCHOOL,0880,DENVER COUNTY 1,M,EM,9548,1,2,2
DISCOVERY HIGH SCHOOL,0990,WIDEFIELD 3,H,,9560,,,1
WIDEFIELD ELEMENTARY SCHOOL,0990,WIDEFIELD 3,E,,9562,2,2,2
WIDEFIELD HIGH SCHOOL,0990,WIDEFIELD 3,H,,9566,2,2,3
WIGGINS ELEMENTARY SCHOOL,2515,WIGGINS RE-50(J),E,,9576,3,2,2
WIGGINS HIGH SCHOOL,2515,WIGGINS RE-50(J),H,,9582,2,1,1
WILDCAT MOUNTAIN ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,9592,2,2,2
WILDER ELEMENTARY SCHOOL,0140,LITTLETON 6,E,,9600,2,2,2
WILDFLOWER ELEMENTARY SCHOOL,0980,HARRISON 2,E,,9602,3,3,3
WILEY ELEMENTARY SCHOOL,2680,WILEY RE-13 JT,E,,9604,2,3,2
WILEY JUNIOR-SENIOR HIGH SCHOOL,2680,WILEY RE-13 JT,H,,9608,3,2,2
WILEY JUNIOR-SENIOR HIGH SCHOOL,2680,WILEY RE-13 JT,M,,9608,1,1,1
WEIKEL ELEMENTARY SCHOOL,1000,FOUNTAIN 8,,,9610,,,
ROGERS ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,9618,2,2,1
WM E BISHOP ELEMENTARY SCHOOL,0120,ENGLEWOOD 1,E,,9620,1,2,2
WILLIAM (BILL) ROBERTS K-8 SCHOOL,0880,DENVER COUNTY 1,E,EM,9623,2,2,2
WILLIAM (BILL) ROBERTS K-8 SCHOOL,0880,DENVER COUNTY 1,M,EM,9623,3,3,2
WILLOW CREEK ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,9624,2,2,2
WILMORE DAVIS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9638,2,2,2
WILMOT ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9648,2,2,1
WILSON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,9660,3,2,1
WINDSOR CHARTER ACADEMY,3100,WINDSOR RE-4,E,,9665,2,3,3
WINDSOR CHARTER ACADEMY,3100,WINDSOR RE-4,M,,9665,1,2,1
WINDSOR MIDDLE SCHOOL,3100,WINDSOR RE-4,M,,9670,3,2,2
WINDSOR HIGH SCHOOL,3100,WINDSOR RE-4,H,,9672,2,2,3
WINGATE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,9673,2,2,1
WINONA ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,,9674,2,3,3
WITT ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9678,2,2,1
WOODGLEN ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,9682,1,1,1
GATEWAY ELEMENTARY SCHOOL,3020,WOODLAND PARK RE-2,E,,9692,2,2,2
WOODLAND PARK MIDDLE SCHOOL,3020,WOODLAND PARK RE-2,M,,9694,2,2,1
WOODLAND PARK HIGH SCHOOL,3020,WOODLAND PARK RE-2,H,,9696,2,2,2
COLUMBINE ELEMENTARY SCHOOL,3020,WOODLAND PARK RE-2,E,,9698,2,2,2
WOODLIN ELEMENTARY SCHOOL,3070,WOODLIN R-104,E,,9700,3,,3
WOODLIN UNDIVIDED HIGH SCHOOL,3070,WOODLIN R-104,H,,9704,,,3
WOODLIN UNDIVIDED HIGH SCHOOL,3070,WOODLIN R-104,M,,9704,,,
WOODMEN HILLS ELEMENTARY SCHOOL,1110,FALCON 49,E,,9706,2,2,2
WOODMEN-ROBERTS ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,9714,2,2,2
WRAY ELEMENTARY SCHOOL,3210,WRAY RD-2,E,,9725,2,3,3
BUCHANAN MIDDLE SCHOOL,3210,WRAY RD-2,E,,9729,3,2,2
BUCHANAN MIDDLE SCHOOL,3210,WRAY RD-2,M,,9729,1,2,2
WRAY HIGH SCHOOL,3210,WRAY RD-2,H,,9733,3,2,3
WYATT-EDISON CHARTER ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,EM,9739,2,2,2
WYATT-EDISON CHARTER ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,M,EM,9739,2,2,2
YALE ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,9756,1,2,2
YAMPA VALLEY SCHOOL,2770,STEAMBOAT SPRINGS RE-2,,,9757,,,
YOUTH & FAMILY ACADEMY CHARTER,2690,PUEBLO CITY 60,H,,9785,3,3,3
YOUTH & FAMILY ACADEMY CHARTER,2690,PUEBLO CITY 60,M,,9785,3,,2
YAMPA VALLEY HIGH SCHOOL,9095,NORTHWEST COLO BOCES,H,,9787,,,
YUMA MIDDLE SCHOOL,3200,YUMA 1,M,,9791,3,3,3
KENNETH P MORRIS ELEMENTARY SCHOOL,3200,YUMA 1,E,,9795,2,2,2
YAMPAH TEEN PARENT PROGRAM,9030,MOUNTAIN BOCES,H,,9797,,,3
YUMA HIGH SCHOOL,3200,YUMA 1,H,,9799,1,2,2
ZERGER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9800,2,2,1
COLORADO SCHOOL FOR THE DEAF AND BLIND,9000,Colorado School for the De,E,,9999,1,,2
COLORADO SCHOOL FOR THE DEAF AND BLIND,9000,Colorado School for the De,H,,9999,2,1,2
COLORADO SCHOOL FOR THE DEAF AND BLIND,9000,Colorado School for the De,M,,9999,3,3,3
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
