Record_no,District Code,District Name,School Code,School Name,EMH,EMH_combined,AEC10,SPF_PS_ELL_GRAD_RATE,School_Grade,rank_tot,Overall_Ach_Grade,read_ach_grade,math_ach_grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,ELL_Growth_Grade,SPF_PS_IND_GRAD_RATE
1745,2700,PUEBLO COUNTY 70,5990,70 ONLINE,M,EMH,N,,,,,,,,,,,,,,
1746,2700,PUEBLO COUNTY 70,5990,70 ONLINE,H,EMH,N,,,,,,,,,,,,,,
1747,2700,PUEBLO COUNTY 70,0472,AVONDALE ELEMENTARY SCHOOL,E,E,N,,5,760,6,6,6,5,6,5,3,5,6,5,
1748,2700,PUEBLO COUNTY 70,0852,BEULAH ELEMENTARY SCHOOL,E,E,N,,6,673,7,8,8,6,6,5,3,5,5,,
1749,2700,PUEBLO COUNTY 70,0856,BEULAH MIDDLE SCHOOL,M,M,N,,3,444,6,6,5,6,6,1,6,1,1,,
1750,2700,PUEBLO COUNTY 70,1377,CEDAR RIDGE ELEMENTARY SCHOOL,E,E,N,,10,130,9,9,9,9,6,11,12,8,9,,
1751,2700,PUEBLO COUNTY 70,7532,CRAVER MIDDLE SCHOOL,M,M,N,,5,395,6,6,6,6,8,3,6,3,3,,
1752,2700,PUEBLO COUNTY 70,0026,DESERT SAGE ELEMENTARY SCHOOL,E,E,N,,6,632,6,6,7,7,6,6,6,5,6,,
1753,2700,PUEBLO COUNTY 70,6354,NORTH MESA ELEMENTARY SCHOOL,E,E,N,,6,455,9,7,9,9,7,6,6,5,6,,
1754,2700,PUEBLO COUNTY 70,7086,PLEASANT VIEW MIDDLE SCHOOL,M,M,N,,3,433,6,6,6,6,6,3,3,6,1,,
1755,2700,PUEBLO COUNTY 70,7153,PRAIRIE WINDS ELEMENTARY SCHOOL,E,E,N,,6,693,7,6,7,6,6,3,5,3,3,9,
1756,2700,PUEBLO COUNTY 70,7208,PUEBLO COUNTY HIGH SCHOOL,H,H,N,-,6,244,6,6,6,6,6,3,5,5,3,,88.
1757,2700,PUEBLO COUNTY 70,7210,PUEBLO WEST ELEMENTARY SCHOOL,E,E,N,,6,663,6,6,6,6,6,5,6,5,6,9,
1758,2700,PUEBLO COUNTY 70,7214,PUEBLO WEST HIGH SCHOOL,H,H,N,-,6,230,6,6,6,6,6,3,5,3,5,,86.
1759,2700,PUEBLO COUNTY 70,7212,PUEBLO WEST MIDDLE SCHOOL,M,M,N,,3,433,6,6,5,6,6,3,5,2,4,5,
1760,2700,PUEBLO COUNTY 70,7530,RYE ELEMENTARY SCHOOL,E,E,N,,7,434,8,6,9,6,9,6,6,6,6,,
1761,2700,PUEBLO COUNTY 70,7534,RYE HIGH SCHOOL,H,H,N,-,7,144,7,8,6,9,6,6,6,5,6,,85.
1762,2700,PUEBLO COUNTY 70,7886,SIERRA VISTA ELEMENTARY SCHOOL,E,E,N,,7,366,7,7,9,6,6,7,6,6,9,,
1763,2700,PUEBLO COUNTY 70,0025,SKY VIEW MIDDLE SCHOOL,M,M,N,,6,232,7,8,7,7,7,6,6,6,6,,
1764,2700,PUEBLO COUNTY 70,8110,SOUTH MESA ELEMENTARY SCHOOL,E,E,N,,6,507,7,6,6,6,9,6,6,5,6,,
1765,2700,PUEBLO COUNTY 70,7879,SOUTHERN COLORADO EARLY COLLEGE,H,H,N,-,7,144,7,9,6,6,9,7,10,5,9,,76.
1766,2700,PUEBLO COUNTY 70,8420,SWALLOWS CHARTER ACADEMY,E,EM,N,,7,366,7,6,9,8,6,6,6,5,7,,
1767,2700,PUEBLO COUNTY 70,8420,SWALLOWS CHARTER ACADEMY,M,EM,N,,6,332,6,8,6,6,6,5,6,6,5,,
1768,2700,PUEBLO COUNTY 70,8810,THE CONNECT CHARTER SCHOOL,M,M,N,,9,78,12,12,12,12,12,6,6,6,6,,
1769,2700,PUEBLO COUNTY 70,9130,VINELAND ELEMENTARY SCHOOL,E,E,N,,6,632,6,6,7,6,6,5,6,4,6,8,
1770,2700,PUEBLO COUNTY 70,9134,VINELAND MIDDLE SCHOOL,M,M,N,,6,285,6,6,6,6,6,7,6,9,6,6,
1771,2720,RANGELY RE-4,7268,PARKVIEW ELEMENTARY SCHOOL,E,E,N,,9,265,6,6,6,6,6,7,7,9,5,,
1772,2720,RANGELY RE-4,7276,RANGELY JUNIOR/SENIOR HIGH SCHOOL,M,MH,N,,6,344,6,6,6,6,5,6,6,3,7,,
1773,2720,RANGELY RE-4,7276,RANGELY JUNIOR/SENIOR HIGH SCHOOL,H,MH,N,-,6,171,6,6,6,6,5,12,12,10,12,,81.
1774,2590,RIDGWAY R-2,7342,RIDGWAY ELEMENTARY SCHOOL,E,E,N,,9,265,9,9,9,9,10,6,7,6,6,,
1775,2590,RIDGWAY R-2,7346,RIDGWAY HIGH SCHOOL,H,H,N,-,13,5,12,12,10,12,12,12,12,10,12,,98.
1776,2590,RIDGWAY R-2,7344,RIDGWAY MIDDLE SCHOOL,M,M,N,,9,90,9,10,9,9,9,9,7,9,6,,
1777,1180,ROARING FORK RE-1,0560,BASALT ELEMENTARY SCHOOL,E,E,N,,9,170,6,6,6,6,,11,9,9,9,10,
1778,1180,ROARING FORK RE-1,0570,BASALT HIGH SCHOOL,H,H,N,70.,6,159,6,6,8,6,6,9,6,12,5,10,84.
1779,1180,ROARING FORK RE-1,0561,BASALT MIDDLE SCHOOL,E,EM,N,,10,130,6,6,6,6,6,12,9,13,10,7,
1780,1180,ROARING FORK RE-1,0561,BASALT MIDDLE SCHOOL,M,EM,N,,12,28,7,6,8,8,7,12,10,10,12,,
1781,1180,ROARING FORK RE-1,1006,BRIDGES,H,H,N,-,3,293,3,2,4,3,5,5,6,2,6,,66.
1782,1180,ROARING FORK RE-1,0429,CARBONDALE COMMUNITY CHARTER SCHOOL,E,EM,N,,8,338,10,12,8,9,9,3,2,4,6,,
1783,1180,ROARING FORK RE-1,0429,CARBONDALE COMMUNITY CHARTER SCHOOL,M,EM,N,,9,101,10,9,9,10,9,7,1,12,7,,
1784,1180,ROARING FORK RE-1,1296,CARBONDALE MIDDLE SCHOOL,E,EM,N,,3,882,3,3,1,4,5,6,5,6,6,2,
1785,1180,ROARING FORK RE-1,1296,CARBONDALE MIDDLE SCHOOL,M,EM,N,,12,37,5,5,5,6,6,13,13,13,13,10,
1786,1180,ROARING FORK RE-1,2063,CRYSTAL RIVER ELEMENTARY SCHOOL,E,E,N,,4,869,5,5,5,5,,6,3,4,3,9,
1787,1180,ROARING FORK RE-1,3460,GLENWOOD SPRINGS ELEMENTARY SCHOOL,E,E,N,,6,673,6,5,6,6,5,6,6,6,6,8,
1788,1180,ROARING FORK RE-1,3468,GLENWOOD SPRINGS HIGH SCHOOL,H,H,N,56.,9,61,8,7,9,7,7,11,9,10,9,10,81.
1789,1180,ROARING FORK RE-1,3464,GLENWOOD SPRINGS MIDDLE SCHOOL,M,M,N,,6,232,6,6,6,6,6,7,9,6,8,10,
1790,1180,ROARING FORK RE-1,7422,ROARING FORK HIGH SCHOOL,H,H,N,48.,6,188,6,6,6,6,6,10,9,11,10,6,71.
1791,1180,ROARING FORK RE-1,8038,SOPRIS ELEMENTARY SCHOOL,E,E,N,,5,827,7,6,7,7,6,3,3,1,5,6,
1792,2530,ROCKY FORD R-2,5114,JEFFERSON INTERMEDIATE SCHOOL,E,E,N,,1,990,5,5,4,3,5,1,1,1,1,1,
1793,2530,ROCKY FORD R-2,7442,ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,M,MH,N,,3,444,2,3,1,3,2,5,5,4,6,,
1794,2530,ROCKY FORD R-2,7442,ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,H,MH,N,-,2,306,3,4,1,3,3,3,6,5,1,,74.
1795,0500,SALIDA R-32,1554,CREST ACADEMY,E,EM,N,,,,,,,,,,,,,,
1796,0500,SALIDA R-32,1554,CREST ACADEMY,M,EM,N,,,,,,,,,,,,,,
1798,0500,SALIDA R-32,5268,LONGFELLOW ELEMENTARY SCHOOL,E,E,N,,12,70,8,6,9,7,,12,12,12,9,,
1799,0500,SALIDA R-32,7568,SALIDA HIGH SCHOOL,H,H,N,-,12,26,9,9,9,9,6,11,12,10,9,,97.
1800,0500,SALIDA R-32,4680,SALIDA MIDDLE SCHOOL,E,EM,N,,9,215,9,9,9,9,9,9,9,10,6,,
1801,0500,SALIDA R-32,4680,SALIDA MIDDLE SCHOOL,M,EM,N,,6,265,6,6,6,6,6,6,6,6,6,,
1802,9050,SAN JUAN BOCES,8121,SOUTHWEST COLORADO E-SCHOOL,M,MH,N,,,,,,,,,,,,,,
1803,9050,SAN JUAN BOCES,8121,SOUTHWEST COLORADO E-SCHOOL,H,MH,N,,,,5,5,5,5,,,,,,,
1804,0560,SANFORD 6J,7612,SANFORD ELEMENTARY SCHOOL,E,E,N,,7,434,7,6,8,8,6,5,5,5,5,,
1805,0560,SANFORD 6J,7616,SANFORD JUNIOR/SENIOR HIGH SCHOOL,M,MH,N,,6,332,6,6,6,6,6,5,6,3,6,,
1806,0560,SANFORD 6J,7616,SANFORD JUNIOR/SENIOR HIGH SCHOOL,H,MH,N,-,7,144,7,6,9,7,9,6,6,8,3,,87.
1807,0110,SANGRE DE CRISTO RE-22J,7626,SANGRE DE CRISTO ELEMENTARY SCHOOL,E,E,N,,6,479,6,6,6,6,4,9,6,6,12,,
1808,0110,SANGRE DE CRISTO RE-22J,7630,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,M,MH,N,,6,344,6,6,6,6,6,6,7,6,5,,
1809,0110,SANGRE DE CRISTO RE-22J,7630,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,H,MH,N,-,8,113,9,9,7,6,12,5,6,5,6,,84.
1810,2750,SARGENT RE-33J,7660,SARGENT ELEMENTARY SCHOOL,E,E,N,,7,410,6,6,6,6,5,7,6,9,6,5,
1811,2750,SARGENT RE-33J,7668,SARGENT JUNIOR HIGH SCHOOL,M,M,N,,7,191,9,8,6,9,12,6,1,5,9,,
1812,2750,SARGENT RE-33J,7664,SARGENT SENIOR HIGH SCHOOL,H,H,N,-,7,136,9,10,8,9,8,6,6,6,6,,96.
1813,0123,SHERIDAN 2,3054,SHERIDAN ELEMENTARY,E,E,N,,5,840,3,3,3,3,2,6,7,6,6,6,
1814,0123,SHERIDAN 2,7842,SHERIDAN HIGH SCHOOL,H,H,N,39.,2,310,2,2,3,2,3,6,5,6,6,8,41.
1815,0123,SHERIDAN 2,7837,SHERIDAN MIDDLE SCHOOL,M,M,N,,5,395,3,3,3,3,1,6,7,3,9,6,
1816,0740,SIERRA GRANDE R-30,7876,SIERRA GRANDE ELEMENTARY SCHOOL,E,E,N,,4,869,6,5,6,6,5,3,1,6,1,,
1817,0740,SIERRA GRANDE R-30,7878,SIERRA GRANDE MIDDLE SCHOOL,M,M,N,,1,473,4,4,5,3,6,2,3,2,3,,
1818,0740,SIERRA GRANDE R-30,7880,SIERRA GRANDE SENIOR HIGH SCHOOL,H,H,N,-,6,222,5,5,5,3,6,6,6,6,5,,-
1819,2820,SILVERTON 1,7900,SILVERTON ELEMENTARY SCHOOL,E,E,N,,,,6,6,6,6,,5,1,6,9,,
1820,2820,SILVERTON 1,7904,SILVERTON HIGH SCHOOL,H,H,N,-,,,7,7,6,6,,,,,,,-
1821,2820,SILVERTON 1,7902,SILVERTON MIDDLE SCHOOL,M,M,N,,8,162,6,6,6,6,,9,9,10,7,,
1822,0580,SOUTH CONEJOS RE-10,0252,ANTONITO HIGH SCHOOL,H,H,N,-,6,238,3,3,2,5,3,4,6,2,5,,88.
1823,0580,SOUTH CONEJOS RE-10,0250,ANTONITO JUNIOR HIGH SCHOOL,M,M,N,,1,486,3,4,2,4,2,1,1,1,1,,
1824,0580,SOUTH CONEJOS RE-10,0248,GUADALUPE ELEMENTARY SCHOOL,E,EM,N,,6,738,5,5,5,5,,6,2,6,7,,
1825,0580,SOUTH CONEJOS RE-10,0248,GUADALUPE ELEMENTARY SCHOOL,M,EM,N,,1,480,3,3,3,3,,1,3,1,1,,
1826,2780,SOUTH ROUTT RE 3,8050,SOROCO HIGH SCHOOL,H,H,N,-,9,86,9,7,9,9,7,9,6,10,9,,78.
1827,2780,SOUTH ROUTT RE 3,8048,SOROCO MIDDLE SCHOOL,M,M,N,,6,232,6,6,6,6,8,9,12,6,6,,
1828,2780,SOUTH ROUTT RE 3,8120,SOUTH ROUTT ELEMENTARY SCHOOL,E,E,N,,6,712,6,6,6,6,6,5,5,4,5,7,
1829,0250,SPRINGFIELD RE-4,8160,SPRINGFIELD ELEMENTARY SCHOOL,E,E,N,,6,693,6,6,6,6,11,5,6,5,4,,
1830,0250,SPRINGFIELD RE-4,8168,SPRINGFIELD HIGH SCHOOL,H,H,N,-,10,46,9,9,8,9,6,10,9,9,12,,92.
1831,0250,SPRINGFIELD RE-4,8164,SPRINGFIELD JUNIOR HIGH SCHOOL,M,M,N,,3,437,6,6,6,6,6,2,3,1,4,,
1832,0470,ST VRAIN VALLEY RE 1J,0061,ALPINE ELEMENTARY SCHOOL,E,E,N,,6,455,6,6,6,6,7,6,5,6,6,9,
1833,0470,ST VRAIN VALLEY RE 1J,0226,ALTONA MIDDLE SCHOOL,M,M,N,,13,5,12,10,12,11,11,12,12,12,12,12,
1834,0470,ST VRAIN VALLEY RE 1J,0071,ASPEN RIDGE PREPATORY SCHOOL,E,E,N,,,,10,10,9,9,,13,13,9,13,,
1835,0470,ST VRAIN VALLEY RE 1J,0875,BLACK ROCK ELEMENTARY,E,E,N,,9,215,9,9,9,9,9,11,9,12,9,8,
1836,0470,ST VRAIN VALLEY RE 1J,0878,BLUE MOUNTAIN ELEMENTARY,E,E,N,,10,146,10,10,9,10,12,9,9,11,6,6,
1837,0470,ST VRAIN VALLEY RE 1J,1148,BURLINGTON ELEMENTARY SCHOOL,E,E,N,,8,338,7,6,7,7,8,7,6,6,9,9,
1838,0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,E,EM,N,,6,673,7,7,7,7,6,4,6,1,6,,
1839,0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,M,EM,N,,6,303,6,6,5,6,6,6,6,6,9,,
1840,0470,ST VRAIN VALLEY RE 1J,1245,CENTENNIAL ELEMENTARY,E,E,N,,5,779,6,6,6,6,6,5,3,5,5,9,
1841,0470,ST VRAIN VALLEY RE 1J,1434,CENTRAL ELEMENTARY SCHOOL,E,E,N,,6,738,6,6,5,6,6,6,3,6,6,6,
1842,0470,ST VRAIN VALLEY RE 1J,3194,COAL RIDGE MIDDLE SCHOOL,M,M,N,,5,375,6,6,6,6,6,6,6,6,6,5,
1843,0470,ST VRAIN VALLEY RE 1J,1844,COLUMBINE ELEMENTARY SCHOOL,E,E,N,,7,434,4,5,3,5,5,9,10,8,8,6,
1844,0470,ST VRAIN VALLEY RE 1J,2343,EAGLE CREST ELEMENTARY SCHOOL,E,E,N,,9,196,8,7,8,8,7,9,6,8,9,9,
1845,0470,ST VRAIN VALLEY RE 1J,2758,ERIE ELEMENTARY SCHOOL,E,E,N,,11,95,7,7,6,7,8,12,10,9,11,10,
1846,0470,ST VRAIN VALLEY RE 1J,2761,ERIE HIGH SCHOOL,H,H,N,-,6,159,9,8,9,7,9,5,5,5,5,,91.
1847,0470,ST VRAIN VALLEY RE 1J,2760,ERIE MIDDLE SCHOOL,M,M,N,,9,120,9,9,9,9,9,9,9,9,7,6,
1848,0470,ST VRAIN VALLEY RE 1J,2912,FALL RIVER ELEMENTARY SCHOOL,E,E,N,,7,410,10,9,9,10,9,7,7,6,7,6,
1849,0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY,E,EM,N,,9,265,11,11,10,10,10,6,6,7,6,9,
1850,0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY,M,EM,N,,9,111,11,10,10,11,9,6,5,6,7,,
1851,0470,ST VRAIN VALLEY RE 1J,3192,FREDERICK ELEMENTARY SCHOOL,E,E,N,,3,901,5,5,5,5,5,3,5,3,4,3,
1852,0470,ST VRAIN VALLEY RE 1J,3196,FREDERICK SENIOR HIGH SCHOOL,H,H,N,71.,5,247,6,6,6,6,6,5,6,5,6,5,81.
1853,0470,ST VRAIN VALLEY RE 1J,6344,HERITAGE MIDDLE SCHOOL,M,M,N,,5,395,3,3,4,3,3,6,6,6,6,9,
1854,0470,ST VRAIN VALLEY RE 1J,4202,HYGIENE ELEMENTARY SCHOOL,E,E,N,,9,296,7,6,6,7,8,8,6,7,9,,
1855,0470,ST VRAIN VALLEY RE 1J,4333,IMAGINE CHARTER,E,EM,N,,8,338,8,9,7,7,10,7,9,6,7,,
1856,0470,ST VRAIN VALLEY RE 1J,4333,IMAGINE CHARTER,M,EM,N,,6,319,7,7,6,7,8,5,6,3,6,,
1857,0470,ST VRAIN VALLEY RE 1J,4278,INDIAN PEAKS ELEMENTARY SCHOOL,E,E,N,,4,853,5,4,5,6,3,6,6,3,7,6,
1858,0470,ST VRAIN VALLEY RE 1J,0060,LEGACY ELEMENTARY SCHOOL,E,E,N,,6,507,6,6,6,6,6,9,9,8,9,6,
1859,0470,ST VRAIN VALLEY RE 1J,5246,LOMA LINDA ELEMENTARY SCHOOL,E,E,N,,5,840,5,5,5,6,5,5,6,1,6,6,
1860,0470,ST VRAIN VALLEY RE 1J,5284,LONGMONT ESTATES ELEMENTARY SCHOOL,E,E,N,,6,578,8,8,8,9,7,5,5,3,6,5,
1861,0470,ST VRAIN VALLEY RE 1J,5282,LONGMONT HIGH SCHOOL,H,H,N,70.,7,144,7,7,7,6,7,7,8,7,7,5,88.
1862,0470,ST VRAIN VALLEY RE 1J,5288,LONGS PEAK MIDDLE SCHOOL,M,M,N,,9,140,5,5,6,5,5,9,10,7,7,9,
1863,0470,ST VRAIN VALLEY RE 1J,5364,LYONS ELEMENTARY SCHOOL,E,E,N,,10,120,8,9,8,7,9,11,12,10,9,5,
1864,0470,ST VRAIN VALLEY RE 1J,5368,LYONS MIDDLE/SENIOR HIGH SCHOOL,M,MH,N,,12,28,10,9,9,9,9,12,10,12,12,,
1865,0470,ST VRAIN VALLEY RE 1J,5368,LYONS MIDDLE/SENIOR HIGH SCHOOL,H,MH,N,-,13,5,12,10,12,12,11,10,9,10,9,,94.
1866,0470,ST VRAIN VALLEY RE 1J,5726,MEAD ELEMENTARY SCHOOL,E,E,N,,6,720,7,7,6,6,6,4,2,5,5,6,
1867,0470,ST VRAIN VALLEY RE 1J,5722,MEAD HIGH SCHOOL,H,H,N,-,7,124,9,7,9,9,6,6,4,5,8,,-
1868,0470,ST VRAIN VALLEY RE 1J,5730,MEAD MIDDLE SCHOOL,M,M,N,,12,22,10,9,10,9,9,13,13,12,13,6,
1869,0470,ST VRAIN VALLEY RE 1J,6156,MOUNTAIN VIEW ELEMENTARY SCHOOL,E,E,N,,6,632,6,5,6,6,6,6,6,4,6,10,
1870,0470,ST VRAIN VALLEY RE 1J,6274,NIWOT ELEMENTARY SCHOOL,E,E,N,,12,56,12,12,11,12,12,10,12,6,12,12,
1871,0470,ST VRAIN VALLEY RE 1J,6276,NIWOT HIGH SCHOOL,H,H,N,71.,9,98,11,9,11,11,9,6,9,6,6,2,93.
1872,0470,ST VRAIN VALLEY RE 1J,6404,NORTHRIDGE ELEMENTARY SCHOOL,E,E,N,,5,800,2,3,1,3,2,6,9,3,6,6,
1874,0470,ST VRAIN VALLEY RE 1J,7157,PRAIRIE RIDGE ELEMENTARY SCHOOL,E,E,N,,6,455,7,7,8,7,7,5,6,5,6,,
1875,0470,ST VRAIN VALLEY RE 1J,5181,RED HAWK ELEMENTARY,E,E,N,,10,146,8,9,8,7,8,9,6,9,10,,
1876,0470,ST VRAIN VALLEY RE 1J,7464,ROCKY MOUNTAIN ELEMENTARY SCHOOL,E,E,N,,5,827,5,5,5,6,3,6,7,2,6,6,
1877,0470,ST VRAIN VALLEY RE 1J,7584,SANBORN ELEMENTARY SCHOOL,E,E,N,,6,632,6,6,6,6,6,6,6,5,7,5,
1878,0470,ST VRAIN VALLEY RE 1J,7789,SILVER CREEK HIGH SCHOOL,H,H,N,-,9,86,10,9,9,9,10,6,7,4,7,8,90.
1879,0470,ST VRAIN VALLEY RE 1J,7954,SKYLINE HIGH SCHOOL,H,H,N,64.,5,260,5,5,6,5,5,5,6,4,5,6,83.
1880,0470,ST VRAIN VALLEY RE 1J,8140,SPANGLER ELEMENTARY SCHOOL,E,E,N,,1,952,2,2,1,3,1,3,6,1,6,5,
1881,0470,ST VRAIN VALLEY RE 1J,7565,ST. VRAIN COMMUNITY MONTOSSORI SCHOOL,E,E,N,,,,8,7,6,9,,,,,,,
1882,0470,ST VRAIN VALLEY RE 1J,7839,ST. VRAIN GLOBAL ONLINE ACADEMY,H,H,N,,,,,,,,,,,,,,
1883,0470,ST VRAIN VALLEY RE 1J,5286,SUNSET MIDDLE SCHOOL,M,M,N,,6,265,7,6,7,7,8,7,7,6,8,5,
1884,0470,ST VRAIN VALLEY RE 1J,8903,TRAIL RIDGE MIDDLE SCHOOL,M,M,N,,6,364,6,6,6,6,6,6,6,6,6,5,
1885,0470,ST VRAIN VALLEY RE 1J,8927,TWIN PEAKS CHARTER ACADEMY,E,EMH,N,,11,95,9,9,8,9,8,12,10,10,12,7,
1886,0470,ST VRAIN VALLEY RE 1J,8927,TWIN PEAKS CHARTER ACADEMY,M,EMH,N,,7,191,9,10,8,9,9,7,9,6,7,5,
1887,0470,ST VRAIN VALLEY RE 1J,8927,TWIN PEAKS CHARTER ACADEMY,H,EMH,N,,,,9,7,8,8,,12,9,10,12,,
1888,0470,ST VRAIN VALLEY RE 1J,9430,WESTVIEW MIDDLE SCHOOL,M,M,N,,10,64,9,8,9,9,9,10,9,9,9,7,
1889,2770,STEAMBOAT SPRINGS RE-2,6363,NORTH ROUTT CHARTER SCHOOL,E,EM,N,,9,196,8,9,9,6,7,6,3,6,9,,
1890,2770,STEAMBOAT SPRINGS RE-2,6363,NORTH ROUTT CHARTER SCHOOL,M,EM,N,,,,12,13,9,11,,12,9,11,13,,
1891,2770,STEAMBOAT SPRINGS RE-2,8208,SODA CREEK ELEMENTARY SCHOOL,E,E,N,,9,296,9,9,9,7,6,9,9,7,9,7,
1892,2770,STEAMBOAT SPRINGS RE-2,8212,STEAMBOAT SPRINGS HIGH SCHOOL,H,H,N,-,9,53,12,9,12,10,10,6,5,7,6,,95.
1893,2770,STEAMBOAT SPRINGS RE-2,8210,STEAMBOAT SPRINGS MIDDLE SCHOOL,M,M,N,,13,7,12,11,12,11,12,10,10,10,9,,
1894,2770,STEAMBOAT SPRINGS RE-2,8358,STRAWBERRY PARK ELEMENTARY SCHOOL,E,E,N,,10,146,10,11,10,10,11,9,10,7,6,8,
1896,0060,STRASBURG 31J,8332,HEMPHILL MIDDLE SCHOOL,M,M,N,,6,250,6,6,6,6,6,6,6,6,7,,
1898,0060,STRASBURG 31J,8328,STRASBURG ELEMENTARY SCHOOL,E,E,N,,6,479,6,6,6,6,6,7,9,6,7,3,
1899,0060,STRASBURG 31J,8334,STRASBURG HIGH SCHOOL,H,H,N,-,9,86,6,6,6,6,6,9,6,9,8,,93.
1900,1480,STRATTON R-4,8342,STRATTON ELEMENTARY SCHOOL,E,E,N,,5,814,6,5,6,6,6,4,3,5,6,,
1901,1480,STRATTON R-4,8351,STRATTON MIDDLE SCHOOL,M,M,N,,5,384,6,5,6,6,5,5,6,6,5,,
1902,1480,STRATTON R-4,8354,STRATTON SENIOR HIGH SCHOOL,H,H,N,-,9,98,6,5,9,6,5,7,9,6,5,,98.
1903,3000,SUMMIT RE-1,8372,BRECKENRIDGE ELEMENTARY SCHOOL,E,E,N,,10,106,9,12,10,7,10,8,12,6,7,,
1904,3000,SUMMIT RE-1,8370,DILLON VALLEY ELEMENTARY SCHOOL,E,E,N,,9,296,5,3,5,5,6,9,9,9,9,6,
1905,3000,SUMMIT RE-1,8374,FRISCO ELEMENTARY SCHOOL,E,E,N,,10,106,8,7,7,9,7,9,5,9,12,,
1906,3000,SUMMIT RE-1,8376,SILVERTHORNE ELEMENTARY SCHOOL,E,E,N,,6,479,6,5,6,6,6,7,6,7,9,6,
1907,3000,SUMMIT RE-1,8375,SNOWY PEAKS HIGH SCHOOL,H,H,N,-,,,,,,,,,,,,,-
1908,3000,SUMMIT RE-1,8385,SUMMIT COVE ELEMENTARY SCHOOL,E,E,N,,9,215,10,9,9,11,10,7,11,6,7,4,
1909,3000,SUMMIT RE-1,8378,SUMMIT HIGH SCHOOL,H,H,N,51.,9,68,9,9,9,9,9,10,9,9,10,11,89.
1910,3000,SUMMIT RE-1,8377,SUMMIT MIDDLE SCHOOL,M,M,N,,8,162,7,6,9,7,7,7,7,8,6,7,
1911,3000,SUMMIT RE-1,8993,UPPER BLUE ELEMENTARY SCHOOL,E,E,N,,7,366,9,9,10,9,10,6,6,6,6,6,
1912,2570,SWINK 33,8452,SWINK ELEMENTARY SCHOOL,E,E,N,,9,265,10,10,9,11,12,6,6,5,7,,
1913,2570,SWINK 33,8456,SWINK JUNIOR-SENIOR HIGH SCHOOL,M,MH,N,,6,250,7,7,6,6,7,6,7,6,6,,
1914,2570,SWINK 33,8456,SWINK JUNIOR-SENIOR HIGH SCHOOL,H,MH,N,-,12,17,7,9,7,6,9,12,9,12,10,,100.
1915,2830,TELLURIDE R-1,8786,TELLURIDE ELEMENTARY SCHOOL,E,E,N,,8,316,9,9,9,9,12,7,6,6,7,12,
1916,2830,TELLURIDE R-1,8794,TELLURIDE HIGH SCHOOL,H,H,N,-,12,12,11,9,12,9,11,9,10,8,10,,97.
1917,2830,TELLURIDE R-1,8790,TELLURIDE MIDDLE SCHOOL,M,M,N,,11,49,9,9,8,9,12,9,10,7,9,,
1918,1560,THOMPSON R2-J,0865,B F KITCHEN ELEMENTARY SCHOOL,E,E,N,,8,316,6,6,6,6,8,7,10,6,6,,
1919,1560,THOMPSON R2-J,0808,BERTHOUD ELEMENTARY SCHOOL,E,E,N,,8,316,12,11,10,12,12,9,9,9,9,,
1920,1560,THOMPSON R2-J,0812,BERTHOUD HIGH SCHOOL,H,H,N,-,9,86,9,9,10,8,8,6,7,6,5,,92.
1921,1560,THOMPSON R2-J,0870,BIG THOMPSON ELEMENTARY SCHOOL,E,E,N,,6,538,6,6,7,6,8,6,6,4,6,,
1922,1560,THOMPSON R2-J,5312,BILL REED MIDDLE SCHOOL,M,M,N,,6,232,6,6,7,6,6,7,6,9,6,,
1923,1560,THOMPSON R2-J,1323,CARRIE MARTIN ELEMENTARY SCHOOL,E,E,N,,6,507,8,9,7,7,9,6,7,6,6,,
1924,1560,THOMPSON R2-J,1385,CENTENNIAL ELEMENTARY SCHOOL,E,E,N,,8,338,8,7,8,8,7,9,9,7,9,,
1925,1560,THOMPSON R2-J,0510,CONRAD BALL MIDDLE SCHOOL,M,M,N,,6,303,6,6,6,5,6,6,6,8,4,,
1926,1560,THOMPSON R2-J,1920,COTTONWOOD PLAINS ELEMENTARY SCHOOL,E,E,N,,6,479,9,8,8,9,9,6,5,7,3,12,
1927,1560,THOMPSON R2-J,2089,COYOTE RIDGE ELEMENTARY SCHOOL,E,E,N,,13,12,13,12,12,12,12,13,13,13,13,,
1928,1560,THOMPSON R2-J,3320,GARFIELD ELEMENTARY SCHOOL,E,E,N,,8,316,9,9,9,9,8,9,10,6,7,,
1930,1560,THOMPSON R2-J,4332,IVY STOCKWELL ELEMENTARY SCHOOL,E,E,N,,12,44,9,9,7,10,6,13,12,12,12,,
