Record_no,SPF_DIST_NUMBER,SPF_DISTRICT_NAME,SPF_SCHOOL_NUMBER,SPF_SCHOOL_NAME,SPF_EMH_CODE,SPF_INCLUDED_EMH_FOR_A,rate_at.5_chng_ach,rate_at.5_chng_growth,pct_pts_chng_.5
1828,2780,SOUTH ROUTT RE 3,8120,SOUTH ROUTT ELEMENTARY SCHOOL,E,E,3,1,1
1829,0250,SPRINGFIELD RE4,8160,SPRINGFIELD ELEMENTARY SCHOOL,E,E,2,3,3
1830,0250,SPRINGFIELD RE4,8168,SPRINGFIELD HIGH SCHOOL,H,H,2,2,2
1831,0250,SPRINGFIELD RE4,8164,SPRINGFIELD JUNIOR HIGH SCHOOL,M,M,1,3,3
1832,0470,ST VRAIN VALLEY RE 1J,0061,ALPINE ELEMENTARY SCHOOL,E,E,1,2,2
1833,0470,ST VRAIN VALLEY RE 1J,0226,ALTONA MIDDLE SCHOOL,M,M,2,2,2
1834,0470,ST VRAIN VALLEY RE 1J,0071,ASPEN RIDGE PREPATORY SCHOOL,E,E,2,2,2
1835,0470,ST VRAIN VALLEY RE 1J,0875,BLACK ROCK ELEMENTARY,E,E,2,1,2
1836,0470,ST VRAIN VALLEY RE 1J,0878,BLUE MOUNTAIN ELEMENTARY,E,E,2,3,2
1837,0470,ST VRAIN VALLEY RE 1J,1148,BURLINGTON ELEMENTARY SCHOOL,E,E,2,3,3
1838,0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,E,EM,1,2,2
1839,0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,M,EM,3,3,3
1840,0470,ST VRAIN VALLEY RE 1J,1245,CENTENNIAL ELEMENTARY,E,E,2,2,2
1841,0470,ST VRAIN VALLEY RE 1J,1434,CENTRAL ELEMENTARY SCHOOL,E,E,3,3,2
1842,0470,ST VRAIN VALLEY RE 1J,3194,COAL RIDGE MIDDLE SCHOOL,M,M,2,2,2
1843,0470,ST VRAIN VALLEY RE 1J,1844,COLUMBINE ELEMENTARY SCHOOL,E,E,2,1,1
1844,0470,ST VRAIN VALLEY RE 1J,2343,EAGLE CREST ELEMENTARY SCHOOL,E,E,2,3,3
1845,0470,ST VRAIN VALLEY RE 1J,2758,ERIE ELEMENTARY SCHOOL,E,E,2,2,2
1846,0470,ST VRAIN VALLEY RE 1J,2761,ERIE HIGH SCHOOL,H,H,3,3,2
1847,0470,ST VRAIN VALLEY RE 1J,2760,ERIE MIDDLE SCHOOL,M,M,2,1,2
1848,0470,ST VRAIN VALLEY RE 1J,2912,FALL RIVER ELEMENTARY SCHOOL,E,E,2,1,2
1849,0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY,E,EM,2,1,2
1850,0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY,M,EM,2,2,2
1851,0470,ST VRAIN VALLEY RE 1J,3192,FREDERICK ELEMENTARY SCHOOL,E,E,2,3,3
1852,0470,ST VRAIN VALLEY RE 1J,3196,FREDERICK SENIOR HIGH SCHOOL,H,H,2,2,2
1853,0470,ST VRAIN VALLEY RE 1J,6344,HERITAGE MIDDLE SCHOOL,M,M,2,2,3
1854,0470,ST VRAIN VALLEY RE 1J,4202,HYGIENE ELEMENTARY SCHOOL,E,E,1,2,2
1855,0470,ST VRAIN VALLEY RE 1J,4333,IMAGINE CHARTER,E,EM,2,2,2
1856,0470,ST VRAIN VALLEY RE 1J,4333,IMAGINE CHARTER,M,EM,3,2,2
1857,0470,ST VRAIN VALLEY RE 1J,4278,INDIAN PEAKS ELEMENTARY SCHOOL,E,E,1,1,2
1858,0470,ST VRAIN VALLEY RE 1J,0060,LEGACY ELEMENTARY SCHOOL,E,E,3,1,2
1859,0470,ST VRAIN VALLEY RE 1J,5246,LOMA LINDA ELEMENTARY SCHOOL,E,E,2,2,2
1860,0470,ST VRAIN VALLEY RE 1J,5284,LONGMONT ESTATES ELEMENTARY SCHOOL,E,E,2,1,1
1861,0470,ST VRAIN VALLEY RE 1J,5282,LONGMONT HIGH SCHOOL,H,H,3,3,3
1862,0470,ST VRAIN VALLEY RE 1J,5288,LONGS PEAK MIDDLE SCHOOL,M,M,2,3,3
1863,0470,ST VRAIN VALLEY RE 1J,5364,LYONS ELEMENTARY SCHOOL,E,E,2,1,1
1864,0470,ST VRAIN VALLEY RE 1J,5368,LYONS MIDDLE/SENIOR HIGH SCHOOL,M,MH,2,2,2
1865,0470,ST VRAIN VALLEY RE 1J,5368,LYONS MIDDLE/SENIOR HIGH SCHOOL,H,MH,1,1,2
1866,0470,ST VRAIN VALLEY RE 1J,5726,MEAD ELEMENTARY SCHOOL,E,E,2,2,2
1867,0470,ST VRAIN VALLEY RE 1J,5722,MEAD HIGH SCHOOL,H,H,2,2,2
1868,0470,ST VRAIN VALLEY RE 1J,5730,MEAD MIDDLE SCHOOL,M,M,2,1,2
1869,0470,ST VRAIN VALLEY RE 1J,6156,MOUNTAIN VIEW ELEMENTARY SCHOOL,E,E,1,1,1
1870,0470,ST VRAIN VALLEY RE 1J,6274,NIWOT ELEMENTARY SCHOOL,E,E,2,1,1
1871,0470,ST VRAIN VALLEY RE 1J,6276,NIWOT HIGH SCHOOL,H,H,2,3,2
1872,0470,ST VRAIN VALLEY RE 1J,6404,NORTHRIDGE ELEMENTARY SCHOOL,E,E,1,2,2
1873,0470,ST VRAIN VALLEY RE 1J,6498,OLDE COLUMBINE HIGH SCHOOL,H,H,,,2
1874,0470,ST VRAIN VALLEY RE 1J,7157,PRAIRIE RIDGE ELEMENTARY SCHOOL,E,E,2,2,2
1875,0470,ST VRAIN VALLEY RE 1J,5181,RED HAWK ELEMENTARY,E,E,2,2,2
1876,0470,ST VRAIN VALLEY RE 1J,7464,ROCKY MOUNTAIN ELEMENTARY SCHOOL,E,E,1,1,2
1877,0470,ST VRAIN VALLEY RE 1J,7584,SANBORN ELEMENTARY SCHOOL,E,E,1,2,2
1878,0470,ST VRAIN VALLEY RE 1J,7789,SILVER CREEK HIGH SCHOOL,H,H,2,3,2
1879,0470,ST VRAIN VALLEY RE 1J,7954,SKYLINE HIGH SCHOOL,H,H,2,2,2
1880,0470,ST VRAIN VALLEY RE 1J,8140,SPANGLER ELEMENTARY SCHOOL,E,E,1,1,1
1881,0470,ST VRAIN VALLEY RE 1J,7565,ST. VRAIN COMMUNITY MONTOSSORI SCHOOL,E,E,3,,3
1882,0470,ST VRAIN VALLEY RE 1J,7839,ST. VRAIN GLOBAL ONLINE ACADEMY,H,H,,,2
1883,0470,ST VRAIN VALLEY RE 1J,5286,SUNSET MIDDLE SCHOOL,M,M,2,2,2
1884,0470,ST VRAIN VALLEY RE 1J,8903,TRAIL RIDGE MIDDLE SCHOOL,M,M,2,2,2
1885,0470,ST VRAIN VALLEY RE 1J,8927,TWIN PEAKS CHARTER ACADEMY,E,EMH,2,2,2
1886,0470,ST VRAIN VALLEY RE 1J,8927,TWIN PEAKS CHARTER ACADEMY,M,EMH,1,1,2
1887,0470,ST VRAIN VALLEY RE 1J,8927,TWIN PEAKS CHARTER ACADEMY,H,EMH,2,2,2
1888,0470,ST VRAIN VALLEY RE 1J,9430,WESTVIEW MIDDLE SCHOOL,M,M,2,2,2
1889,2770,STEAMBOAT SPRINGS RE2,6363,NORTH ROUTT CHARTER SCHOOL,E,EM,2,,1
1890,2770,STEAMBOAT SPRINGS RE2,6363,NORTH ROUTT CHARTER SCHOOL,M,EM,3,2,2
1891,2770,STEAMBOAT SPRINGS RE2,8208,SODA CREEK ELEMENTARY SCHOOL,E,E,2,2,2
1892,2770,STEAMBOAT SPRINGS RE2,8212,STEAMBOAT SPRINGS HIGH SCHOOL,H,H,2,2,2
1893,2770,STEAMBOAT SPRINGS RE2,8210,STEAMBOAT SPRINGS MIDDLE SCHOOL,M,M,2,2,2
1894,2770,STEAMBOAT SPRINGS RE2,8358,STRAWBERRY PARK ELEMENTARY SCHOOL,E,E,2,2,3
1895,2770,STEAMBOAT SPRINGS RE2,9757,YAMPA VALLEY SCHOOL,H,H,,,2
1896,0060,STRASBURG 31J,8332,HEMPHILL MIDDLE SCHOOL,M,M,1,1,1
1897,0060,STRASBURG 31J,7133,PRAIRIE CREEKS CHARTER SCHOOL,H,H,,,1
1898,0060,STRASBURG 31J,8328,STRASBURG ELEMENTARY SCHOOL,E,E,2,2,2
1899,0060,STRASBURG 31J,8334,STRASBURG HIGH SCHOOL,H,H,2,1,2
1900,1480,STRATTON R4,8342,STRATTON ELEMENTARY SCHOOL,E,E,2,3,3
1901,1480,STRATTON R4,8351,STRATTON MIDDLE SCHOOL,M,M,2,3,2
1902,1480,STRATTON R4,8354,STRATTON SENIOR HIGH SCHOOL,H,H,3,3,3
1903,3000,SUMMIT RE1,8372,BRECKENRIDGE ELEMENTARY SCHOOL,E,E,2,1,2
1904,3000,SUMMIT RE1,8370,DILLON VALLEY ELEMENTARY SCHOOL,E,E,3,2,2
1905,3000,SUMMIT RE1,8374,FRISCO ELEMENTARY SCHOOL,E,E,2,2,2
1906,3000,SUMMIT RE1,8376,SILVERTHORNE ELEMENTARY SCHOOL,E,E,2,2,2
1907,3000,SUMMIT RE1,8375,SNOWY PEAKS HIGH SCHOOL,H,H,,,2
1908,3000,SUMMIT RE1,8385,SUMMIT COVE ELEMENTARY SCHOOL,E,E,2,3,3
1909,3000,SUMMIT RE1,8378,SUMMIT HIGH SCHOOL,H,H,3,3,3
1910,3000,SUMMIT RE1,8377,SUMMIT MIDDLE SCHOOL,M,M,2,3,2
1911,3000,SUMMIT RE1,8993,UPPER BLUE ELEMENTARY SCHOOL,E,E,1,1,1
1912,2570,SWINK 33,8452,SWINK ELEMENTARY SCHOOL,E,E,2,1,2
1913,2570,SWINK 33,8456,SWINK JUNIORSENIOR HIGH SCHOOL,M,MH,3,2,2
1914,2570,SWINK 33,8456,SWINK JUNIORSENIOR HIGH SCHOOL,H,MH,1,3,3
1915,2830,TELLURIDE R1,8786,TELLURIDE ELEMENTARY SCHOOL,E,E,2,2,2
1916,2830,TELLURIDE R1,8794,TELLURIDE HIGH SCHOOL,H,H,2,2,2
1917,2830,TELLURIDE R1,8790,TELLURIDE MIDDLE SCHOOL,M,M,2,2,2
1918,1560,THOMPSON R2J,0865,B F KITCHEN ELEMENTARY SCHOOL,E,E,2,3,3
1919,1560,THOMPSON R2J,0808,BERTHOUD ELEMENTARY SCHOOL,E,E,2,3,2
1920,1560,THOMPSON R2J,0812,BERTHOUD HIGH SCHOOL,H,H,2,2,2
1921,1560,THOMPSON R2J,0870,BIG THOMPSON ELEMENTARY SCHOOL,E,E,2,1,1
1922,1560,THOMPSON R2J,5312,BILL REED MIDDLE SCHOOL,M,M,2,2,2
1923,1560,THOMPSON R2J,1323,CARRIE MARTIN ELEMENTARY SCHOOL,E,E,2,1,1
1924,1560,THOMPSON R2J,1385,CENTENNIAL ELEMENTARY SCHOOL,E,E,2,1,2
1925,1560,THOMPSON R2J,0510,CONRAD BALL MIDDLE SCHOOL,M,M,2,2,2
1926,1560,THOMPSON R2J,1920,COTTONWOOD PLAINS ELEMENTARY SCHOOL,E,E,2,2,2
1927,1560,THOMPSON R2J,2089,COYOTE RIDGE ELEMENTARY SCHOOL,E,E,2,2,2
1928,1560,THOMPSON R2J,3320,GARFIELD ELEMENTARY SCHOOL,E,E,2,2,2
1929,1560,THOMPSON R2J,9260,HAROLD FERGUSON HIGH SCHOOL,H,H,,,2
1930,1560,THOMPSON R2J,4332,IVY STOCKWELL ELEMENTARY SCHOOL,E,E,2,2,2
1931,1560,THOMPSON R2J,5018,LAURENE EDMONDSON ELEMENTARY SCHOOL,E,E,3,1,2
1932,1560,THOMPSON R2J,5170,LINCOLN ELEMENTARY SCHOOL,E,E,1,1,1
1933,1560,THOMPSON R2J,5235,LOVELAND CLASSICAL SCHOOL,E,EM,2,2,2
1934,1560,THOMPSON R2J,5235,LOVELAND CLASSICAL SCHOOL,M,EM,2,2,2
1935,1560,THOMPSON R2J,5316,LOVELAND HIGH SCHOOL,H,H,2,2,2
1936,1560,THOMPSON R2J,5335,LUCILE ERWIN MIDDLE SCHOOL,M,M,2,2,2
1937,1560,THOMPSON R2J,0890,MARY BLAIR ELEMENTARY SCHOOL,E,E,2,2,2
1938,1560,THOMPSON R2J,5992,MONROE ELEMENTARY SCHOOL,E,E,1,2,2
1939,1560,THOMPSON R2J,6163,MOUNTAIN VIEW HIGH SCHOOL,H,H,2,2,2
1940,1560,THOMPSON R2J,6194,NAMAQUA ELEMENTARY SCHOOL,E,E,3,3,2
1941,1560,THOMPSON R2J,6220,NEW VISION CHARTER SCHOOL,E,EM,3,2,2
1942,1560,THOMPSON R2J,6220,NEW VISION CHARTER SCHOOL,M,EM,2,3,3
1943,1560,THOMPSON R2J,7113,PONDEROSA ELEMENTARY,E,E,2,2,2
1944,1560,THOMPSON R2J,7640,SARAH MILNER ELEMENTARY SCHOOL,E,E,2,1,1
1945,1560,THOMPSON R2J,7650,STANSBERRY ELEMENTARY SCHOOL,E,E,2,3,2
1946,1560,THOMPSON R2J,8855,THOMPSON ONLINE,E,EMH,,,
1947,1560,THOMPSON R2J,8855,THOMPSON ONLINE,M,EMH,,,
1948,1560,THOMPSON R2J,8855,THOMPSON ONLINE,H,EMH,,,2
1949,1560,THOMPSON R2J,8824,THOMPSON VALLEY HIGH SCHOOL,H,H,1,1,1
1950,1560,THOMPSON R2J,8918,TRUSCOTT ELEMENTARY SCHOOL,E,E,1,1,1
1951,1560,THOMPSON R2J,8925,TURNER MIDDLE SCHOOL,M,M,2,2,2
1952,1560,THOMPSON R2J,9055,VAN BUREN ELEMENTARY SCHOOL,E,E,1,1,1
1953,1560,THOMPSON R2J,9228,WALT CLARK MIDDLE SCHOOL,M,M,2,2,2
1954,1560,THOMPSON R2J,9674,WINONA ELEMENTARY SCHOOL,E,E,2,1,2
1955,1580,TRINIDAD 1,2944,FISHER'S PEAK ELEMENTARY SCHOOL,E,E,2,2,2
1956,1580,TRINIDAD 1,8906,TRINIDAD HIGH SCHOOL,H,H,1,2,2
1957,1580,TRINIDAD 1,1386,TRINIDAD MIDDLE SCHOOL,M,M,3,2,2
1958,1828,VALLEY RE1,1220,CALICHE ELEMENTARY SCHOOL,E,E,2,3,3
1959,1828,VALLEY RE1,1224,CALICHE JUNIORSENIOR HIGH SCHOOL,M,MH,2,2,2
1960,1828,VALLEY RE1,1224,CALICHE JUNIORSENIOR HIGH SCHOOL,H,MH,3,1,2
1961,1828,VALLEY RE1,1321,CAMPBELL ELEMENTARY SCHOOL,E,E,2,1,2
1962,1828,VALLEY RE1,0202,SMITH HIGH SCHOOL,H,H,,,3
1963,1828,VALLEY RE1,8260,STERLING HIGH SCHOOL,H,H,2,3,2
1964,1828,VALLEY RE1,8256,STERLING MIDDLE SCHOOL,M,M,2,2,2
1965,0260,VILAS RE5,9085,V.I.L.A.S. ONLINE SCHOOL,E,EMH,3,,3
1966,0260,VILAS RE5,9085,V.I.L.A.S. ONLINE SCHOOL,M,EMH,1,3,2
1967,0260,VILAS RE5,9085,V.I.L.A.S. ONLINE SCHOOL,H,EMH,1,2,2
1968,0260,VILAS RE5,9090,VILAS ELEMENTARY SCHOOL,E,E,2,,2
1969,0260,VILAS RE5,9100,VILAS UNDIVIDED HIGH SCHOOL,M,MH,,,1
1970,0260,VILAS RE5,9100,VILAS UNDIVIDED HIGH SCHOOL,H,MH,,,2
1971,0230,WALSH RE1,9222,WALSH ELEMENTARY SCHOOL,E,E,2,1,2
1972,0230,WALSH RE1,9226,WALSH HIGH SCHOOL,M,MH,3,,3
1973,0230,WALSH RE1,9226,WALSH HIGH SCHOOL,H,MH,2,3,3
1974,3080,WELD COUNTY RE1,3398,GILCREST ELEMENTARY SCHOOL,E,E,1,1,1
1975,3080,WELD COUNTY RE1,4854,NORTH VALLEY MIDDLE SCHOOL,M,M,2,2,2
1976,3080,WELD COUNTY RE1,4852,PETE MIRICH ELEMENTARY SCHOOL,E,E,2,3,2
1977,3080,WELD COUNTY RE1,7056,PLATTEVILLE ELEMENTARY SCHOOL,E,E,3,2,2
1978,3080,WELD COUNTY RE1,7058,SOUTH VALLEY MIDDLE SCHOOL,M,M,2,1,2
1979,3080,WELD COUNTY RE1,9032,VALLEY HIGH SCHOOL,H,H,2,3,3
1980,3140,WELD COUNTY S/D RE8,3070,FORT LUPTON HIGH SCHOOL,H,H,2,1,3
1981,3140,WELD COUNTY S/D RE8,3066,FORT LUPTON MIDDLE SCHOOL,M,M,2,1,1
1982,3140,WELD COUNTY S/D RE8,5050,LEO WILLIAM BUTLER ELEMENTARY SCHOOL,E,E,1,2,2
1983,3140,WELD COUNTY S/D RE8,8930,TWOMBLY ELEMENTARY SCHOOL,E,E,2,1,1
1984,2505,WELDON VALLEY RE20(J),9352,WELDON VALLEY ELEMENTARY SCHOOL,E,E,2,1,1
1985,2505,WELDON VALLEY RE20(J),9360,WELDON VALLEY HIGH SCHOOL,H,H,1,3,3
1986,2505,WELDON VALLEY RE20(J),9356,WELDON VALLEY JUNIOR HIGH SCHOOL,M,M,2,2,2
1987,2190,WEST END RE2,6196,NATURITA ELEMENTARY & MIDDLE SCHOOL,E,EM,1,1,1
1988,2190,WEST END RE2,6196,NATURITA ELEMENTARY & MIDDLE SCHOOL,M,EM,2,2,2
1989,2190,WEST END RE2,6436,NUCLA HIGH SCHOOL,H,H,1,1,2
1990,2190,WEST END RE2,6718,PARADOX VALLEY CHARTER SCHOOL,E,EM,,,1
1991,2190,WEST END RE2,6718,PARADOX VALLEY CHARTER SCHOOL,M,EM,,,1
1992,1340,WEST GRAND 1JT.,9416,WEST GRAND ELEMENTARY SCHOOL,E,E,2,1,1
1993,1340,WEST GRAND 1JT.,9420,WEST GRAND HIGH SCHOOL,H,H,1,1,1
1994,1340,WEST GRAND 1JT.,9422,WEST GRAND MIDDLE SCHOOL,M,M,3,3,3
1995,0070,WESTMINSTER 50,1622,CLARA E. METZ ELEMENTARY SCHOOL,E,E,1,2,2
1996,0070,WESTMINSTER 50,2035,CROWN POINTE CHARTER ACADEMY,E,EM,2,2,2
1997,0070,WESTMINSTER 50,2035,CROWN POINTE CHARTER ACADEMY,M,EM,1,1,2
1998,0070,WESTMINSTER 50,2876,FAIRVIEW ELEMENTARY SCHOOL,E,E,3,3,3
1999,0070,WESTMINSTER 50,7810,FLYNN ELEMENTARY SCHOOL,E,E,3,3,3
2000,0070,WESTMINSTER 50,3144,FRANCIS M. DAY ELEMENTARY SCHOOL,E,E,2,3,3
2001,0070,WESTMINSTER 50,3792,HARRIS PARK ELEMENTARY SCHOOL,E,E,1,2,2
2002,0070,WESTMINSTER 50,3931,HIDDEN LAKE HIGH SCHOOL,H,H,3,2,2
2003,0070,WESTMINSTER 50,7305,IVER C. RANUM MIDDLE SCHOOL,M,M,2,2,3
2004,0070,WESTMINSTER 50,4465,JOSEPHINE HODGKINS ELEMENTARY SCHOOL,E,E,3,2,2
2005,0070,WESTMINSTER 50,5388,M. SCOTT CARPENTER MIDDLE SCHOOL,M,M,3,2,2
2006,0070,WESTMINSTER 50,5834,MESA ELEMENTARY SCHOOL,E,E,3,3,3
2007,0070,WESTMINSTER 50,7812,SHAW HEIGHTS MIDDLE SCHOOL,M,M,2,2,2
2008,0070,WESTMINSTER 50,7860,SHERRELWOOD ELEMENTARY SCHOOL,E,E,3,3,3
2009,0070,WESTMINSTER 50,7952,SKYLINE VISTA ELEMENTARY SCHOOL,E,E,3,3,3
2010,0070,WESTMINSTER 50,8406,SUNSET RIDGE ELEMENTARY SCHOOL,E,E,3,3,3
2011,0070,WESTMINSTER 50,8798,TENNYSON KNOLLS ELEMENTARY SCHOOL,E,E,2,2,3
2012,0070,WESTMINSTER 50,9462,WESTMINSTER ELEMENTARY SCHOOL,E,E,3,2,3
2013,0070,WESTMINSTER 50,9466,WESTMINSTER HIGH SCHOOL,H,H,2,3,3
2014,0990,WIDEFIELD 3,9560,DISCOVERY HIGH SCHOOL,H,H,,,2
2015,0990,WIDEFIELD 3,3234,FRENCH ELEMENTARY SCHOOL,E,E,2,3,2
2016,0990,WIDEFIELD 3,5033,JAMES MADISON CHARTER ACADEMY SCHOOL,E,E,3,1,2
2017,0990,WIDEFIELD 3,4394,JANITELL JUNIOR HIGH SCHOOL,M,M,1,2,2
2018,0990,WIDEFIELD 3,5602,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,E,E,2,3,3
2019,0990,WIDEFIELD 3,5841,MESA RIDGE HIGH SCHOOL,H,H,2,2,2
2020,0990,WIDEFIELD 3,6952,PINELLO ELEMENTARY SCHOOL,E,E,1,1,1
2021,0990,WIDEFIELD 3,8178,SPROUL JUNIOR HIGH SCHOOL,M,M,3,2,2
2022,0990,WIDEFIELD 3,8392,SUNRISE ELEMENTARY SCHOOL,E,E,2,2,2
2023,0990,WIDEFIELD 3,4346,TALBOTT ELEMENTARY SCHOOL,E,E,1,1,1
2024,0990,WIDEFIELD 3,8122,VENETUCCI ELEMENTARY SCHOOL,E,E,2,1,2
2025,0990,WIDEFIELD 3,9294,WATSON JUNIOR HIGH SCHOOL,M,M,2,2,3
2026,0990,WIDEFIELD 3,9334,WEBSTER ELEMENTARY SCHOOL,E,E,3,2,2
2027,0990,WIDEFIELD 3,9562,WIDEFIELD ELEMENTARY SCHOOL,E,E,2,2,2
2028,0990,WIDEFIELD 3,9566,WIDEFIELD HIGH SCHOOL,H,H,1,2,2
2029,2515,WIGGINS RE50(J),9576,WIGGINS ELEMENTARY SCHOOL,E,E,2,2,2
2030,2515,WIGGINS RE50(J),9582,WIGGINS HIGH SCHOOL,H,H,3,2,2
2031,2515,WIGGINS RE50(J),9263,WIGGINS MIDDLE SCHOOL,M,M,2,2,2
2032,2680,WILEY RE13 JT,9604,WILEY ELEMENTARY SCHOOL,E,E,3,2,2
2033,2680,WILEY RE13 JT,9608,WILEY JUNIORSENIOR HIGH SCHOOL,M,MH,2,1,1
2034,2680,WILEY RE13 JT,9608,WILEY JUNIORSENIOR HIGH SCHOOL,H,MH,1,1,1
2035,3100,WINDSOR RE4,0055,GRANDVIEW ELEMENTARY SCHOOL,E,E,2,2,2
2036,3100,WINDSOR RE4,6750,MOUNTAIN VIEW ELEMENTARY SCHOOL,E,E,2,3,3
2037,3100,WINDSOR RE4,8459,RANGE VIEW ELEMENTARY,E,E,2,2,2
2038,3100,WINDSOR RE4,7755,SEVERANCE MIDDLE SCHOOL,M,M,3,2,2
2039,3100,WINDSOR RE4,7958,SKYVIEW ELEMENTARY SCHOOL,E,E,2,2,2
2040,3100,WINDSOR RE4,9665,WINDSOR CHARTER ACADEMY,E,EM,1,2,2
2041,3100,WINDSOR RE4,9665,WINDSOR CHARTER ACADEMY,M,EM,2,3,2
2042,3100,WINDSOR RE4,9672,WINDSOR HIGH SCHOOL,H,H,1,1,1
2043,3100,WINDSOR RE4,9670,WINDSOR MIDDLE SCHOOL,M,M,2,3,3
2044,3020,WOODLAND PARK RE2,9698,COLUMBINE ELEMENTARY SCHOOL,E,E,2,3,2
2045,3020,WOODLAND PARK RE2,9692,GATEWAY ELEMENTARY SCHOOL,E,E,3,2,3
2046,3020,WOODLAND PARK RE2,8379,SUMMIT ELEMENTARY SCHOOL,E,E,2,2,2
2047,3020,WOODLAND PARK RE2,9696,WOODLAND PARK HIGH SCHOOL,H,H,2,2,2
2048,3020,WOODLAND PARK RE2,9694,WOODLAND PARK MIDDLE SCHOOL,M,M,2,2,2
2049,3070,WOODLIN R104,9700,WOODLIN ELEMENTARY SCHOOL,E,E,3,3,3
2050,3070,WOODLIN R104,9704,WOODLIN UNDIVIDED HIGH SCHOOL,M,MH,,,1
2051,3070,WOODLIN R104,9704,WOODLIN UNDIVIDED HIGH SCHOOL,H,MH,,,3
2052,3210,WRAY RD2,9729,BUCHANAN MIDDLE SCHOOL,E,EM,1,1,1
2053,3210,WRAY RD2,9729,BUCHANAN MIDDLE SCHOOL,M,EM,3,1,2
2054,3210,WRAY RD2,9725,WRAY ELEMENTARY SCHOOL,E,E,3,1,2
2055,3210,WRAY RD2,9733,WRAY HIGH SCHOOL,H,H,1,1,2
2056,3200,YUMA 1,9795,KENNETH P MORRIS ELEMENTARY SCHOOL,E,E,3,3,3
2057,3200,YUMA 1,9799,YUMA HIGH SCHOOL,H,H,2,2,2
2058,3200,YUMA 1,9791,YUMA MIDDLE SCHOOL,E,EM,2,2,2
2059,3200,YUMA 1,9791,YUMA MIDDLE SCHOOL,M,EM,2,1,1
,,,,,,,,,
,,,,,,,350,445,372
,,,,,,,1172,892,1328
,,,,,,,379,487,317
,,,,,,,1901,1824,2017
,,,,,,,0.184113624,0.243969298,0.184432325
,,,,,,,0.616517622,0.489035088,0.65840357
,,,,,,,0.199368753,0.266995614,0.157164105
