SchoolName,DistrictNumber,DistrictName,EMH,EMH_combined,SchoolNumber,AEC_10,CharterorOnline,LowestGrade,HighestGrade,INITIAL_PlanType,FINAL_PlanType,Notes,EMH_2lvl,LT100pnts,School_Grade,rank_tot,Overall_ACH_Grade,Read_Ach_Grade,Math_Ach_Grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,SPF_PS_IND_GRAD_RATE
THORNTON MIDDLE SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,M,,5814,0,,6th Grade,8th Grade,Improvement Plan,Improvement Plan,,1,0,3,1272,1,2,1,2,4,6,5,7,5,
HIGHLAND ELEMENTARY SCHOOL,3145,AULT-HIGHLAND RE-9,E,,3958,0,,Kindergarten,5th Grade,Improvement Plan,Improvement Plan,,1,0,3,1272,6,5,6,6,6,4,3,6,5,
PRIMERO JUNIOR-SENIOR HIGH SCHOOL,1590,PRIMERO REORGANIZED 2,M,,7164,0,,6th Grade,12th Grade,Improvement Plan,Improvement Plan,,1,0,3,1272,5,5,4,6,5,3,3,5,3,
MONTE VISTA ON-LINE ACADEMY,2740,MONTE VISTA C-8,M,MH,6520,0,Online,6th Grade,12th Grade,Priority Improvement Plan,Improvement Plan,"Ratings combined across grade levels at district request, approved request to reconsider (CDE initial rating error)",1,0,2,1275,5,9,5,6,7,1,3,1,1,
MERINO JUNIOR SENIOR HIGH SCHOOL,1860,BUFFALO RE-4,M,,5806,0,,7th Grade,12th Grade,Improvement Plan,Improvement Plan,,1,0,3,1276,7,8,6,9,8,1,1,5,1,
ROCKY MOUNTAIN ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,7467,0,,Pre-Kindergarten,5th Grade,Improvement Plan,Improvement Plan,,1,0,3,1276,3,3,3,1,5,6,6,6,6,
CALICHE ELEMENTARY SCHOOL,1828,VALLEY RE-1,E,,1220,0,,Pre-Kindergarten,6th Grade,Improvement Plan,Improvement Plan,,1,0,3,1276,9,9,9,9,6,1,2,2,3,
PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,1110,FALCON 49,E,,6935,0,Charter,Kindergarten,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1279,6,7,8,6,6,2,1,4,3,
PIONEER ELEMENTARY SCHOOL,2405,FORT MORGAN RE-3,E,,6954,0,,1st Grade,4th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1279,,6,6,3,,4,3,6,3,
JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6539,0,,Pre-Kindergarten,6th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1279,6,6,6,6,6,5,6,3,5,
CENTENNIAL K-8 SCHOOL,0880,DENVER COUNTY 1,E,EM,1400,0,,Pre-Kindergarten,8th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,3,1282,3,3,5,4,3,3,3,5,3,
CENTENNIAL K-8 SCHOOL,0880,DENVER COUNTY 1,M,EM,1400,0,,Pre-Kindergarten,8th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,3,1282,3,4,1,4,6,6,5,6,6,
TAYLOR ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,8466,0,,Kindergarten,5th Grade,Priority Improvement Plan,Improvement Plan,Approved request to reconsider,1,0,3,1284,6,6,6,6,7,3,5,3,5,
FRANKLIN MIDDLE SCHOOL,3120,GREELEY 6,M,,3162,0,,6th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1285,3,3,1,5,5,5,6,1,6,
FLORIDA MESA ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,,3012,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1286,6,6,6,6,6,3,3,2,6,
PARK VIEW ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,6770,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1286,6,6,6,6,3,5,5,5,5,
CARMEL MIDDLE SCHOOL,0980,HARRISON 2,M,,1306,0,,6th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1288,4,5,3,5,5,5,5,3,6,
MONTEREY COMMUNITY SCHOOL,0010,MAPLETON 1,E,EM,0501,0,,Kindergarten,8th Grade,Priority Improvement Plan,Improvement Plan,Ratings combined across grade levels at district request (CDE initial rating error),1,0,3,1289,3,3,4,3,3,3,3,2,5,
MONTEREY COMMUNITY SCHOOL,0010,MAPLETON 1,M,EM,0501,0,,Kindergarten,8th Grade,Priority Improvement Plan,Improvement Plan,Ratings combined across grade levels at district request (CDE initial rating error),1,0,3,1289,3,3,1,4,3,7,6,9,6,
SHAW HEIGHTS MIDDLE SCHOOL,0070,WESTMINSTER 50,M,,7812,0,,6th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1291,3,5,1,5,6,4,6,3,5,
SEVENTH STREET ELEMENTARY SCHOOL,0890,DOLORES COUNTY RE NO.2,E,,7764,0,,Pre-Kindergarten,6th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1292,6,6,6,6,6,3,5,1,5,
CHELTENHAM ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,1528,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Turnaround Plan,Deferred to district rating,1,0,3,1293,3,2,3,2,4,5,3,6,6,
FAIRMONT K-8 SCHOOL,0880,DENVER COUNTY 1,E,EM,2856,0,,Pre-Kindergarten,8th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,3,1293,1,1,2,1,2,5,6,4,4,
FAIRMONT K-8 SCHOOL,0880,DENVER COUNTY 1,M,EM,2856,0,,Pre-Kindergarten,8th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,3,1293,1,1,1,1,1,7,7,6,8,
JACKSON ELEMENTARY SCHOOL,3120,GREELEY 6,E,,4356,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1293,3,5,5,3,3,5,6,6,1,
BENNETT ELEMENTARY SCHOOL,0050,BENNETT 29J,E,,0770,0,,Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1297,6,6,6,6,6,3,5,5,3,
KEPNER MIDDLE SCHOOL,0880,DENVER COUNTY 1,M,,4656,0,,6th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1297,1,1,1,1,3,7,7,7,6,
RONCALLI MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,,7481,0,,6th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1297,5,5,3,6,6,2,1,3,3,
BIRCH ELEMENTARY SCHOOL,0480,BOULDER VALLEY RE 2,E,,0872,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1300,7,6,7,7,7,1,2,2,1,
OAKLAND ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,5998,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Turnaround Plan,Deferred to district rating,1,0,3,1300,1,1,2,1,1,6,5,6,6,
IDALIA ELEMENTARY SCHOOL,3220,IDALIA RJ-3,E,,4227,0,,Pre-Kindergarten,6th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1300,6,6,6,5,6,3,1,3,5,
MEADOW COMMUNITY SCHOOL,0010,MAPLETON 1,E,EM,0502,0,,Kindergarten,8th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,3,1300,1,1,2,1,1,3,5,2,3,
MEADOW COMMUNITY SCHOOL,0010,MAPLETON 1,M,EM,0502,0,,Kindergarten,8th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,3,1300,1,3,1,1,1,6,10,5,7,
HERITAGE MIDDLE SCHOOL,0470,ST VRAIN VALLEY RE 1J,M,,6344,0,,6th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1300,3,3,3,3,3,6,5,6,6,
EAST MEMORIAL ELEMENTARY SCHOOL,3120,GREELEY 6,E,,2414,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1306,4,4,5,4,1,4,6,5,1,
JEFFERSON COUNTY OPEN SECONDARY,1420,JEFFERSON COUNTY R-1,M,MH,6541,0,,7th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,3,1306,3,6,1,4,5,1,1,1,1,
GLOBAL LEADERSHIP ACADEMY,0010,MAPLETON 1,E,EMH,0263,0,,Kindergarten,12th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,3,1306,1,1,3,1,1,6,9,6,3,
GLOBAL LEADERSHIP ACADEMY,0010,MAPLETON 1,M,EMH,0263,0,,Kindergarten,12th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,3,1306,1,1,1,2,1,6,6,6,6,
MCAULIFFE ELEMENTARY,1010,COLORADO SPRINGS 11,E,,1625,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1310,6,5,6,6,4,3,5,5,3,
CENTAURI MIDDLE SCHOOL,0550,NORTH CONEJOS RE-1J,M,,1276,0,,6th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1310,6,6,5,6,6,2,2,5,1,
SANCHEZ ELEMENTARY SCHOOL,0480,BOULDER VALLEY RE 2,E,,7592,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1312,4,3,5,3,5,5,6,6,1,
PENROSE ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,6856,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1312,6,6,7,6,6,3,3,3,3,
HENRY WORLD SCHOOL GRADES 6-8,0880,DENVER COUNTY 1,M,,8054,0,,6th Grade,8th Grade,Priority Improvement Plan,Turnaround Plan,Deferred to district rating,1,0,3,1312,3,4,3,5,5,5,6,3,6,
HARRIS PARK ELEMENTARY SCHOOL,0070,WESTMINSTER 50,E,,3792,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1312,3,3,5,3,3,5,5,6,5,
FREMONT ELEMENTARY SCHOOL,1150,FREMONT RE-2,E,,3224,0,,Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1316,6,6,6,6,6,2,2,5,1,
FREMONT MIDDLE SCHOOL,1150,FREMONT RE-2,M,,3226,0,,6th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1316,5,6,2,5,5,4,5,4,4,
CHATFIELD ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,1520,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1316,4,5,5,3,5,3,5,3,3,
SOROCO MIDDLE SCHOOL,2780,SOUTH ROUTT RE 3,M,,8048,0,,6th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1316,6,7,6,6,9,3,3,5,1,
FULTON ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,3272,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1320,3,2,4,3,1,6,7,5,6,
SWANSEA ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,8422,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1320,2,1,3,2,1,6,6,6,6,
PARIS ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,6728,0,,Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1322,1,1,3,1,1,6,6,6,7,
SHERIDAN MIDDLE SCHOOL,0123,SHERIDAN 2,M,,7837,0,,6th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1322,3,3,2,3,4,6,6,6,6,
DUPONT ELEMENTARY SCHOOL,0030,ADAMS COUNTY 14,E,,2308,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1324,3,4,5,3,5,5,5,6,3,
PUEBLO WEST MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,,7212,0,,6th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1325,5,6,3,6,8,2,5,1,4,
FEDERAL HEIGHTS ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,2918,0,,Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1326,3,2,5,3,3,5,6,5,5,
ROCKY MOUNTAIN ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,2582,0,,Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1326,3,3,6,2,3,3,3,5,3,
WHEELING ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,9514,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1326,1,1,3,1,1,6,5,6,5,
COLORADO SCHOOL FOR THE DEAF AND BLIND,9000,Colorado School for the De,M,,9999,0,,,,Alternative Ed. Campus,Improvement Plan,,1,0,3,1326,1,1,1,1,3,5,5,3,8,
LINCOLN ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5162,0,,Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1326,6,5,6,5,5,3,3,3,3,
SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),1010,COLORADO SPRINGS 11,E,EM,8359,0,Charter,Kindergarten,7th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,3,1326,3,2,3,2,6,1,1,4,3,
SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),1010,COLORADO SPRINGS 11,M,EM,8359,0,Charter,Kindergarten,7th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,3,1326,,3,3,3,,6,6,8,6,
NOEL MIDDLE SCHOOL,0880,DENVER COUNTY 1,M,,6784,0,,6th Grade,8th Grade,Priority Improvement Plan,Turnaround Plan,Deferred to district rating,1,0,3,1326,1,2,1,2,3,6,6,6,5,
CREIGHTON MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,1976,0,,7th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1326,6,6,6,6,7,3,3,6,3,
ROCKY MOUNTAIN DEAF SCHOOL,1420,JEFFERSON COUNTY R-1,M,,5415,1,Charter,Pre-Kindergarten,8th Grade,Alternative Ed. Campus,Improvement Plan,,1,0,3,1326,,1,1,3,,1,7,1,3,
WHEAT RIDGE MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,9506,0,,7th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1326,1,2,1,2,3,5,5,6,3,
BENJAMIN FRANKLIN ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,0756,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1326,6,6,6,6,5,1,3,1,4,
GLENWOOD SPRINGS ELEMENTARY SCHOOL,1180,ROARING FORK RE-1,E,,3460,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1326,6,6,6,5,6,3,5,5,2,
SKYLINE VISTA ELEMENTARY SCHOOL,0070,WESTMINSTER 50,E,,7952,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1326,3,3,5,3,2,6,5,6,6,
WESTMINSTER ELEMENTARY SCHOOL,0070,WESTMINSTER 50,E,,9462,0,,Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1326,1,1,1,1,2,5,5,5,6,
SCHOLARS TO LEADERS ACADEMY,8001,CHARTER SCHOOL INSTITUTE,E,EM,1376,0,Charter,Kindergarten,8th Grade,Priority Improvement Plan,Priority Improvement Plan,"Ratings combined across grade levels at district request, denied request to reconsider",1,0,3,1341,4,4,3,5,5,1,3,3,1,
SCHOLARS TO LEADERS ACADEMY,8001,CHARTER SCHOOL INSTITUTE,M,EM,1376,0,Charter,Kindergarten,8th Grade,Priority Improvement Plan,Priority Improvement Plan,"Ratings combined across grade levels at district request, denied request to reconsider",1,0,3,1341,,3,1,6,,6,5,1,10,
WEST ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,9445,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1341,5,6,5,5,6,1,5,1,4,
ESCUELA TLATELOLCO SCHOOL,0880,DENVER COUNTY 1,M,MH,2789,0,,7th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,3,1344,1,1,1,5,1,3,2,1,8,
STRATTON MEADOWS ELEMENTARY SCHOOL,0980,HARRISON 2,E,,8350,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1345,5,5,6,5,5,3,3,3,4,
PEAKVIEW SCHOOL,1390,HUERFANO RE-1,E,EM,0063,0,,Pre-Kindergarten,7th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,3,1345,5,5,6,5,4,1,1,1,1,
PEAKVIEW SCHOOL,1390,HUERFANO RE-1,M,EM,0063,0,,Pre-Kindergarten,7th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,3,1345,,6,3,6,,6,10,4,3,
MC ELWAIN ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,5706,0,,Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1348,1,1,5,1,3,5,3,6,3,
RIM ROCK ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,0362,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1348,6,6,6,6,6,2,5,1,3,
TWAIN ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5576,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,3,1350,5,4,6,5,3,3,5,2,3,
JOHN MALL JUNIOR-SENIOR HIGH SCHOOL,1390,HUERFANO RE-1,M,MH,9212,0,,8th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,3,1350,3,5,1,4,5,1,2,1,1,
CORONADO HILLS ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,1878,0,,Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1352,3,3,5,3,3,5,5,6,5,
NORTH STAR ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,6376,0,,Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1352,2,1,5,1,1,6,6,6,3,
AMESSE ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,0220,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1352,2,1,3,2,1,6,6,7,6,
COLUMBIAN ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,1828,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1355,6,6,6,5,3,1,3,1,3,
COLORADO VIRTUAL ACADEMY (COVA),0020,ADAMS 12 FIVE STAR SCHOOLS,E,,1752,0,Charter & Online,Kindergarten,12th Grade,Turnaround Plan,Priority Improvement Plan,Approved request to reconsider,1,0,1,1356,5,5,5,5,6,3,3,3,4,
COLUMBINE ELEMENTARY SCHOOL,0480,BOULDER VALLEY RE 2,E,,1842,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1356,3,3,5,4,5,5,6,6,2,
HAYDEN MIDDLE SCHOOL,2760,HAYDEN RE-1,M,,3860,0,,6th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1356,6,6,5,6,6,2,1,3,3,
STRATTON ELEMENTARY SCHOOL,1480,STRATTON R-4,E,,8342,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1359,6,6,9,6,6,2,1,3,4,
GUADALUPE ELEMENTARY SCHOOL,0580,SOUTH CONEJOS RE-10,E,,0248,0,,Pre-Kindergarten,6th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1360,6,6,5,6,6,2,1,2,5,
LAKE COUNTY MIDDLE SCHOOL,1510,LAKE COUNTY R-1,E,EM,4901,0,,5th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,2,1361,5,5,5,5,5,1,1,2,1,
LAKE COUNTY MIDDLE SCHOOL,1510,LAKE COUNTY R-1,M,EM,4901,0,,5th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,2,1361,3,3,2,5,5,7,6,6,9,
SIERRA GRANDE MIDDLE SCHOOL,0740,SIERRA GRANDE R-30,M,,7878,0,,6th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1361,3,5,3,3,5,1,5,1,1,
KUNSMILLER CREATIVE ARTS ACADEMY,0880,DENVER COUNTY 1,E,EM,4795,0,,Kindergarten,8th Grade,Priority Improvement Plan,Turnaround Plan,Ratings combined across grade levels at district request and deferred to district rating,1,0,2,1364,5,5,5,5,5,3,2,5,4,
KUNSMILLER CREATIVE ARTS ACADEMY,0880,DENVER COUNTY 1,M,EM,4795,0,,Kindergarten,8th Grade,Priority Improvement Plan,Turnaround Plan,Ratings combined across grade levels at district request and deferred to district rating,1,0,2,1364,1,3,1,1,1,3,5,5,2,
SANDROCK ELEMENTARY,2020,MOFFAT COUNTY RE:NO 1,E,,1936,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1364,6,6,6,5,6,3,3,3,3,
CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,0880,DENVER COUNTY 1,E,,7694,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1367,1,1,3,2,1,3,5,5,3,
LAREDO ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,4973,0,,Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1368,4,3,5,3,5,3,5,3,3,
TREVISTA ECE-8 AT HORACE MANN,0880,DENVER COUNTY 1,E,EM,8909,0,,Pre-Kindergarten,8th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,2,1369,1,1,2,1,1,3,1,3,6,
TREVISTA ECE-8 AT HORACE MANN,0880,DENVER COUNTY 1,M,EM,8909,0,,Pre-Kindergarten,8th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,2,1369,1,2,1,1,1,6,6,6,7,
KARVAL ONLINE EDUCATION,1810,KARVAL RE-23,E,EMH,4504,0,Online,Kindergarten,12th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,2,1371,,,,,,,,,,
KARVAL ONLINE EDUCATION,1810,KARVAL RE-23,M,EMH,4504,0,Online,Kindergarten,12th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,2,1371,,5,1,5,,3,1,1,9,
COLORADO VIRTUAL ACADEMY (COVA),0020,ADAMS 12 FIVE STAR SCHOOLS,M,,1752,0,Charter & Online,Kindergarten,12th Grade,Turnaround Plan,Priority Improvement Plan,Approved request to reconsider,1,0,1,1373,4,5,2,5,5,3,5,3,3,
POMONA ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,7106,0,,Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1373,6,6,6,6,6,3,5,3,3,
W H HEATON MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,,9188,0,,6th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1373,6,6,4,6,6,2,3,1,3,
PUEBLO WEST ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,7210,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1373,6,6,7,5,6,3,5,3,3,
SOUTH ROUTT ELEMENTARY SCHOOL,2780,SOUTH ROUTT RE 3,E,,8120,0,,Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1373,6,5,7,6,6,3,3,5,2,
STUKEY ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,8361,0,,Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1378,5,4,6,3,3,5,5,4,5,
PARK LANE ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,6758,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1378,2,1,5,2,3,5,6,5,6,
AGUILAR JUNIOR-SENIOR HIGH SCHOOL,1620,AGUILAR REORGANIZED 6,M,MH,0066,0,,7th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,1,0,2,1380,1,1,1,1,2,1,1,3,1,
CHEYENNE WELLS MIDDLE SCHOOL,0520,CHEYENNE COUNTY RE-5,M,,1610,0,,6th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,2,1381,5,5,6,5,5,3,1,7,3,
HUNT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,3890,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,1,1382,5,5,6,4,3,2,1,5,2,
GENOA-HUGO MIDDLE SCHOOL,1780,GENOA-HUGO C113,M,,4160,0,,6th Grade,8th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,1,1382,5,5,3,5,6,2,3,1,3,
LIBERTY ELEMENTARY SCHOOL,3230,LIBERTY J-4,E,,5119,0,,Pre-Kindergarten,6th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,1,1382,,6,6,6,,1,5,1,2,
BRADFORD ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,0954,0,,Pre-Kindergarten,5th Grade,Turnaround Plan,Turnaround Plan,,1,0,1,1385,5,6,5,4,5,3,3,4,1,
CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,M,,2024,0,,7th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,1,1386,4,5,1,5,6,2,3,2,3,
IOWA ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,4270,0,,Pre-Kindergarten,5th Grade,Priority Improvement Plan,Priority Improvement Plan,,1,0,1,1387,5,3,6,5,3,3,3,2,5,
